"Step","cnn_dr_0.9 - test loss","cnn_dr_0.9 - test loss__MIN","cnn_dr_0.9 - test loss__MAX","cnn_dr_0.8 - test loss","cnn_dr_0.8 - test loss__MIN","cnn_dr_0.8 - test loss__MAX","cnn_dr_0.7 - test loss","cnn_dr_0.7 - test loss__MIN","cnn_dr_0.7 - test loss__MAX","cnn_dr_0.6 - test loss","cnn_dr_0.6 - test loss__MIN","cnn_dr_0.6 - test loss__MAX","cnn_dr_0.5 - test loss","cnn_dr_0.5 - test loss__MIN","cnn_dr_0.5 - test loss__MAX","cnn_dr_0.4 - test loss","cnn_dr_0.4 - test loss__MIN","cnn_dr_0.4 - test loss__MAX","cnn_dr_0.3 - test loss","cnn_dr_0.3 - test loss__MIN","cnn_dr_0.3 - test loss__MAX","cnn_dr_0.2 - test loss","cnn_dr_0.2 - test loss__MIN","cnn_dr_0.2 - test loss__MAX","cnn_dr_0.1 - test loss","cnn_dr_0.1 - test loss__MIN","cnn_dr_0.1 - test loss__MAX"
"1","2.103745710849762","2.103745710849762","2.103745710849762","1.7456461560726166","1.7456461560726166","1.7456461560726166","1.569976748228073","1.569976748228073","1.569976748228073","1.4332826399803162","1.4332826399803162","1.4332826399803162","1.4540169274806976","1.4540169274806976","1.4540169274806976","1.3563472783565522","1.3563472783565522","1.3563472783565522","1.2709631097316743","1.2709631097316743","1.2709631097316743","1.1796872740983964","1.1796872740983964","1.1796872740983964","1.1734394657611846","1.1734394657611846","1.1734394657611846"
"2","2.085487258434296","2.085487258434296","2.085487258434296","1.65983097076416","1.65983097076416","1.65983097076416","1.4402362489700318","1.4402362489700318","1.4402362489700318","1.2940215170383453","1.2940215170383453","1.2940215170383453","1.20111603975296","1.20111603975296","1.20111603975296","1.0854817074537277","1.0854817074537277","1.0854817074537277","1.0793011832237243","1.0793011832237243","1.0793011832237243","1.0036715912818908","1.0036715912818908","1.0036715912818908","0.9848258233070374","0.9848258233070374","0.9848258233070374"
"3","2.085487258434296","2.085487258434296","2.085487258434296","1.6013586807250977","1.6013586807250977","1.6013586807250977","1.3711783468723298","1.3711783468723298","1.3711783468723298","1.1854031956195832","1.1854031956195832","1.1854031956195832","1.1082550382614136","1.1082550382614136","1.1082550382614136","1.0294897085428238","1.0294897085428238","1.0294897085428238","0.9887180078029633","0.9887180078029633","0.9887180078029633","0.9148806583881378","0.9148806583881378","0.9148806583881378","0.8813021928071976","0.8813021928071976","0.8813021928071976"
"4","2.085487258434296","2.085487258434296","2.085487258434296","1.5636995887756349","1.5636995887756349","1.5636995887756349","1.314484932422638","1.314484932422638","1.314484932422638","1.1353275644779206","1.1353275644779206","1.1353275644779206","1.0437273758649825","1.0437273758649825","1.0437273758649825","0.9683407914638519","0.9683407914638519","0.9683407914638519","0.9351286721229554","0.9351286721229554","0.9351286721229554","0.8991993671655655","0.8991993671655655","0.8991993671655655","0.8616532146930694","0.8616532146930694","0.8616532146930694"
"5","2.085487258434296","2.085487258434296","2.085487258434296","1.5479814839363097","1.5479814839363097","1.5479814839363097","1.2573184740543366","1.2573184740543366","1.2573184740543366","1.1015147924423219","1.1015147924423219","1.1015147924423219","1.0002835458517074","1.0002835458517074","1.0002835458517074","0.9281695979833603","0.9281695979833603","0.9281695979833603","0.8895361322164536","0.8895361322164536","0.8895361322164536","0.8473342144489289","0.8473342144489289","0.8473342144489289","0.7941986376047134","0.7941986376047134","0.7941986376047134"
"6","2.085487258434296","2.085487258434296","2.085487258434296","1.5299308168888093","1.5299308168888093","1.5299308168888093","1.2154843425750732","1.2154843425750732","1.2154843425750732","1.063357206583023","1.063357206583023","1.063357206583023","0.9559101873636245","0.9559101873636245","0.9559101873636245","0.8879953360557556","0.8879953360557556","0.8879953360557556","0.8335670465230942","0.8335670465230942","0.8335670465230942","0.8116150671243667","0.8116150671243667","0.8116150671243667","0.7941986376047134","0.7941986376047134","0.7941986376047134"
"7","2.085487258434296","2.085487258434296","2.085487258434296","1.4766096031665803","1.4766096031665803","1.4766096031665803","1.193827335834503","1.193827335834503","1.193827335834503","1.0435676616430283","1.0435676616430283","1.0435676616430283","0.9344595831632614","0.9344595831632614","0.9344595831632614","0.8654336017370224","0.8654336017370224","0.8654336017370224","0.8335670465230942","0.8335670465230942","0.8335670465230942","0.7737119096517563","0.7737119096517563","0.7737119096517563","0.7510769274830819","0.7510769274830819","0.7510769274830819"
"8","2.0475390827655793","2.0475390827655793","2.0475390827655793","1.4319639325141906","1.4319639325141906","1.4319639325141906","1.193827335834503","1.193827335834503","1.193827335834503","0.9978545284271241","0.9978545284271241","0.9978545284271241","0.9201862651109696","0.9201862651109696","0.9201862651109696","0.848132221698761","0.848132221698761","0.848132221698761","0.8185146605968475","0.8185146605968475","0.8185146605968475","0.7727408283948898","0.7727408283948898","0.7727408283948898","0.7446233946084976","0.7446233946084976","0.7446233946084976"
"9","1.9856530845165252","1.9856530845165252","1.9856530845165252","1.423893187046051","1.423893187046051","1.423893187046051","1.1349194717407227","1.1349194717407227","1.1349194717407227","0.9769839423894883","0.9769839423894883","0.9769839423894883","0.8934452539682388","0.8934452539682388","0.8934452539682388","0.8215731328725815","0.8215731328725815","0.8215731328725815","0.8185146605968475","0.8185146605968475","0.8185146605968475","0.7665401864051818","0.7665401864051818","0.7665401864051818","0.7440350523591042","0.7440350523591042","0.7440350523591042"
"10","1.9907883036136627","1.9907883036136627","1.9907883036136627","1.4148747265338897","1.4148747265338897","1.4148747265338897","1.1280022913217544","1.1280022913217544","1.1280022913217544","0.9653269910812378","0.9653269910812378","0.9653269910812378","0.8934452539682388","0.8934452539682388","0.8934452539682388","0.8215731328725815","0.8215731328725815","0.8215731328725815","0.7834749495983124","0.7834749495983124","0.7834749495983124","0.7530568182468415","0.7530568182468415","0.7530568182468415","0.7440350523591042","0.7440350523591042","0.7440350523591042"
"11","1.9602468729019165","1.9602468729019165","1.9602468729019165","1.3983106398582459","1.3983106398582459","1.3983106398582459","1.1180813318490983","1.1180813318490983","1.1180813318490983","0.9653269910812378","0.9653269910812378","0.9653269910812378","0.862459905743599","0.862459905743599","0.862459905743599","0.8042017549276352","0.8042017549276352","0.8042017549276352","0.7834749495983124","0.7834749495983124","0.7834749495983124","0.7530568182468415","0.7530568182468415","0.7530568182468415","0.7429430416226387","0.7429430416226387","0.7429430416226387"
"12","1.9602468729019165","1.9602468729019165","1.9602468729019165","1.371580640077591","1.371580640077591","1.371580640077591","1.1180813318490983","1.1180813318490983","1.1180813318490983","0.9549428963661194","0.9549428963661194","0.9549428963661194","0.8505605256557465","0.8505605256557465","0.8505605256557465","0.7893708306550979","0.7893708306550979","0.7893708306550979","0.7834749495983124","0.7834749495983124","0.7834749495983124","0.7485947486758232","0.7485947486758232","0.7485947486758232","0.7368387222290039","0.7368387222290039","0.7368387222290039"
"13","1.9602468729019165","1.9602468729019165","1.9602468729019165","1.3708682453632355","1.3708682453632355","1.3708682453632355","1.1180813318490983","1.1180813318490983","1.1180813318490983","0.9548143708705902","0.9548143708705902","0.9548143708705902","0.8381426030397415","0.8381426030397415","0.8381426030397415","0.7893708306550979","0.7893708306550979","0.7893708306550979","0.7656087905168534","0.7656087905168534","0.7656087905168534","0.7528047901391983","0.7528047901391983","0.7528047901391983","0.7368387222290039","0.7368387222290039","0.7368387222290039"
"14","1.9108000946044923","1.9108000946044923","1.9108000946044923","1.3479087257385254","1.3479087257385254","1.3479087257385254","1.080985769033432","1.080985769033432","1.080985769033432","0.9353093558549881","0.9353093558549881","0.9353093558549881","0.8381426030397415","0.8381426030397415","0.8381426030397415","0.7893708306550979","0.7893708306550979","0.7893708306550979","0.7656087905168534","0.7656087905168534","0.7656087905168534","0.7437693881988525","0.7437693881988525","0.7437693881988525","0.7368387222290039","0.7368387222290039","0.7368387222290039"
"15","1.9108000946044923","1.9108000946044923","1.9108000946044923","1.3261251771450042","1.3261251771450042","1.3261251771450042","1.0516886055469512","1.0516886055469512","1.0516886055469512","0.9263037818670273","0.9263037818670273","0.9263037818670273","0.8344029128551483","0.8344029128551483","0.8344029128551483","0.7893708306550979","0.7893708306550979","0.7893708306550979","0.7656087905168534","0.7656087905168534","0.7656087905168534","0.7437693881988525","0.7437693881988525","0.7437693881988525","0.7368387222290039","0.7368387222290039","0.7368387222290039"
"16","1.8538661003112793","1.8538661003112793","1.8538661003112793","1.3028656268119811","1.3028656268119811","1.3028656268119811","1.0516886055469512","1.0516886055469512","1.0516886055469512","0.8891448616981507","0.8891448616981507","0.8891448616981507","0.8184499728679657","0.8184499728679657","0.8184499728679657","0.7893708306550979","0.7893708306550979","0.7893708306550979","0.7656087905168534","0.7656087905168534","0.7656087905168534","0.7427849277853966","0.7427849277853966","0.7427849277853966","0.7368387222290039","0.7368387222290039","0.7368387222290039"
"17","1.874123512506485","1.874123512506485","1.874123512506485","1.3028656268119811","1.3028656268119811","1.3028656268119811","1.0309336012601853","1.0309336012601853","1.0309336012601853","0.8891448616981507","0.8891448616981507","0.8891448616981507","0.8184499728679657","0.8184499728679657","0.8184499728679657","0.7617572993040085","0.7617572993040085","0.7617572993040085","0.739510223865509","0.739510223865509","0.739510223865509","0.7427849277853966","0.7427849277853966","0.7427849277853966","0.7368387222290039","0.7368387222290039","0.7368387222290039"
"18","1.8206077206134796","1.8206077206134796","1.8206077206134796","1.3028656268119811","1.3028656268119811","1.3028656268119811","1.0309336012601853","1.0309336012601853","1.0309336012601853","0.8934391343593597","0.8934391343593597","0.8934391343593597","0.8184499728679657","0.8184499728679657","0.8184499728679657","0.7554142427444458","0.7554142427444458","0.7554142427444458","0.739510223865509","0.739510223865509","0.739510223865509","0.7427849277853966","0.7427849277853966","0.7427849277853966","0.7368387222290039","0.7368387222290039","0.7368387222290039"
"19","1.8206077206134796","1.8206077206134796","1.8206077206134796","1.2873314368724822","1.2873314368724822","1.2873314368724822","1.0294308733940125","1.0294308733940125","1.0294308733940125","0.8934391343593597","0.8934391343593597","0.8934391343593597","0.7971327072381973","0.7971327072381973","0.7971327072381973","0.7554142427444458","0.7554142427444458","0.7554142427444458","0.739510223865509","0.739510223865509","0.739510223865509","0.7810281792283058","0.7810281792283058","0.7810281792283058","0.7368387222290039","0.7368387222290039","0.7368387222290039"
"20","1.8206077206134796","1.8206077206134796","1.8206077206134796","1.2770328652858733","1.2770328652858733","1.2770328652858733","1.0294308733940125","1.0294308733940125","1.0294308733940125","0.8756179749965668","0.8756179749965668","0.8756179749965668","0.7971327072381973","0.7971327072381973","0.7971327072381973","0.7554142427444458","0.7554142427444458","0.7554142427444458","0.739510223865509","0.739510223865509","0.739510223865509","0.7810281792283058","0.7810281792283058","0.7810281792283058","0.7368387222290039","0.7368387222290039","0.7368387222290039"
"21","1.8076909935474397","1.8076909935474397","1.8076909935474397","1.252633092403412","1.252633092403412","1.252633092403412","1.0168590277433396","1.0168590277433396","1.0168590277433396","0.873600207567215","0.873600207567215","0.873600207567215","0.7971327072381973","0.7971327072381973","0.7971327072381973","0.7554142427444458","0.7554142427444458","0.7554142427444458","0.739510223865509","0.739510223865509","0.739510223865509","0.7810281792283058","0.7810281792283058","0.7810281792283058","0.7368387222290039","0.7368387222290039","0.7368387222290039"
"22","1.8076909935474397","1.8076909935474397","1.8076909935474397","1.252633092403412","1.252633092403412","1.252633092403412","1.0168590277433396","1.0168590277433396","1.0168590277433396","0.8690392088890075","0.8690392088890075","0.8690392088890075","0.7859500271081924","0.7859500271081924","0.7859500271081924","0.7554142427444458","0.7554142427444458","0.7554142427444458","0.749362102150917","0.749362102150917","0.749362102150917","0.7810281792283058","0.7810281792283058","0.7810281792283058","0.7368387222290039","0.7368387222290039","0.7368387222290039"
"23","1.8076909935474397","1.8076909935474397","1.8076909935474397","1.2238409173488618","1.2238409173488618","1.2238409173488618","1.0168590277433396","1.0168590277433396","1.0168590277433396","0.8690392088890075","0.8690392088890075","0.8690392088890075","0.7859500271081924","0.7859500271081924","0.7859500271081924","0.7554142427444458","0.7554142427444458","0.7554142427444458","0.749362102150917","0.749362102150917","0.749362102150917","0.7810281792283058","0.7810281792283058","0.7810281792283058","0.7368387222290039","0.7368387222290039","0.7368387222290039"
"24","1.8076909935474397","1.8076909935474397","1.8076909935474397","1.2238409173488618","1.2238409173488618","1.2238409173488618","0.9858045548200607","0.9858045548200607","0.9858045548200607","0.8755186921358109","0.8755186921358109","0.8755186921358109","0.7859500271081924","0.7859500271081924","0.7859500271081924","0.7554142427444458","0.7554142427444458","0.7554142427444458","0.749362102150917","0.749362102150917","0.749362102150917","0.7810281792283058","0.7810281792283058","0.7810281792283058","0.7368387222290039","0.7368387222290039","0.7368387222290039"
"25","1.7903494679927825","1.7903494679927825","1.7903494679927825","1.2238781225681306","1.2238781225681306","1.2238781225681306","1.0041679590940475","1.0041679590940475","1.0041679590940475","0.8755186921358109","0.8755186921358109","0.8755186921358109","0.7879872220754623","0.7879872220754623","0.7879872220754623","0.7554142427444458","0.7554142427444458","0.7554142427444458","0.749362102150917","0.749362102150917","0.749362102150917","0.7810281792283058","0.7810281792283058","0.7810281792283058","0.7368387222290039","0.7368387222290039","0.7368387222290039"
"26","1.7903494679927825","1.7903494679927825","1.7903494679927825","1.2039906537532807","1.2039906537532807","1.2039906537532807","0.99099514067173","0.99099514067173","0.99099514067173","0.8755186921358109","0.8755186921358109","0.8755186921358109","0.7777832156419754","0.7777832156419754","0.7777832156419754","0.7554142427444458","0.7554142427444458","0.7554142427444458","0.749362102150917","0.749362102150917","0.749362102150917","0.7810281792283058","0.7810281792283058","0.7810281792283058","0.7368387222290039","0.7368387222290039","0.7368387222290039"
"27","1.772678836584091","1.772678836584091","1.772678836584091","1.2039906537532807","1.2039906537532807","1.2039906537532807","0.9767444670200348","0.9767444670200348","0.9767444670200348","0.8500271373987198","0.8500271373987198","0.8500271373987198","0.7777832156419754","0.7777832156419754","0.7777832156419754","0.7554142427444458","0.7554142427444458","0.7554142427444458","0.7771239602565765","0.7771239602565765","0.7771239602565765","0.7810281792283058","0.7810281792283058","0.7810281792283058","0.7368387222290039","0.7368387222290039","0.7368387222290039"
"28","1.7795951247215271","1.7795951247215271","1.7795951247215271","1.2039906537532807","1.2039906537532807","1.2039906537532807","0.9733242380619049","0.9733242380619049","0.9733242380619049","0.8500271373987198","0.8500271373987198","0.8500271373987198","0.7777832156419754","0.7777832156419754","0.7777832156419754","0.7554142427444458","0.7554142427444458","0.7554142427444458","0.7771239602565765","0.7771239602565765","0.7771239602565765","0.7810281792283058","0.7810281792283058","0.7810281792283058","0.7368387222290039","0.7368387222290039","0.7368387222290039"
"29","1.7369027423858643","1.7369027423858643","1.7369027423858643","1.1929503762722016","1.1929503762722016","1.1929503762722016","0.9733242380619049","0.9733242380619049","0.9733242380619049","0.8463738107681275","0.8463738107681275","0.8463738107681275","0.7777832156419754","0.7777832156419754","0.7777832156419754","0.7554142427444458","0.7554142427444458","0.7554142427444458","0.7771239602565765","0.7771239602565765","0.7771239602565765","0.7810281792283058","0.7810281792283058","0.7810281792283058","0.7368387222290039","0.7368387222290039","0.7368387222290039"
"30","1.7431584739685058","1.7431584739685058","1.7431584739685058","1.2024555802345276","1.2024555802345276","1.2024555802345276","0.9611811113357543","0.9611811113357543","0.9611811113357543","0.8463738107681275","0.8463738107681275","0.8463738107681275","0.7777832156419754","0.7777832156419754","0.7777832156419754","0.7554142427444458","0.7554142427444458","0.7554142427444458","0.7771239602565765","0.7771239602565765","0.7771239602565765","0.7810281792283058","0.7810281792283058","0.7810281792283058","0.7368387222290039","0.7368387222290039","0.7368387222290039"
"31","1.7286584782600403","1.7286584782600403","1.7286584782600403","1.2024555802345276","1.2024555802345276","1.2024555802345276","0.9611811113357543","0.9611811113357543","0.9611811113357543","0.8451278430223464","0.8451278430223464","0.8451278430223464","0.7654369121789932","0.7654369121789932","0.7654369121789932","0.7636241853237152","0.7636241853237152","0.7636241853237152","0.7771239602565765","0.7771239602565765","0.7771239602565765","0.7810281792283058","0.7810281792283058","0.7810281792283058","0.7368387222290039","0.7368387222290039","0.7368387222290039"
"32","1.7286584782600403","1.7286584782600403","1.7286584782600403","1.2024555802345276","1.2024555802345276","1.2024555802345276","0.9454561829566955","0.9454561829566955","0.9454561829566955","0.8401381325721741","0.8401381325721741","0.8401381325721741","0.7654369121789932","0.7654369121789932","0.7654369121789932","0.7636241853237152","0.7636241853237152","0.7636241853237152","0.7771239602565765","0.7771239602565765","0.7771239602565765","0.7810281792283058","0.7810281792283058","0.7810281792283058","0.7368387222290039","0.7368387222290039","0.7368387222290039"
"33","1.7286584782600403","1.7286584782600403","1.7286584782600403","1.1777211225032806","1.1777211225032806","1.1777211225032806","0.9431557351350784","0.9431557351350784","0.9431557351350784","0.8401381325721741","0.8401381325721741","0.8401381325721741","0.7638337033987045","0.7638337033987045","0.7638337033987045","0.7636241853237152","0.7636241853237152","0.7636241853237152","0.7771239602565765","0.7771239602565765","0.7771239602565765","0.7810281792283058","0.7810281792283058","0.7810281792283058","0.7368387222290039","0.7368387222290039","0.7368387222290039"
"34","1.7167378747463227","1.7167378747463227","1.7167378747463227","1.1756849563121796","1.1756849563121796","1.1756849563121796","0.9431557351350784","0.9431557351350784","0.9431557351350784","0.8401381325721741","0.8401381325721741","0.8401381325721741","0.7638337033987045","0.7638337033987045","0.7638337033987045","0.7636241853237152","0.7636241853237152","0.7636241853237152","0.7771239602565765","0.7771239602565765","0.7771239602565765","0.7810281792283058","0.7810281792283058","0.7810281792283058","0.7368387222290039","0.7368387222290039","0.7368387222290039"
"35","1.7120521128177644","1.7120521128177644","1.7120521128177644","1.1756849563121796","1.1756849563121796","1.1756849563121796","0.9431557351350784","0.9431557351350784","0.9431557351350784","0.8401381325721741","0.8401381325721741","0.8401381325721741","0.7638337033987045","0.7638337033987045","0.7638337033987045","0.7636241853237152","0.7636241853237152","0.7636241853237152","0.7771239602565765","0.7771239602565765","0.7771239602565765","0.7810281792283058","0.7810281792283058","0.7810281792283058","0.7368387222290039","0.7368387222290039","0.7368387222290039"
"36","1.7120521128177644","1.7120521128177644","1.7120521128177644","1.1756849563121796","1.1756849563121796","1.1756849563121796","0.9431557351350784","0.9431557351350784","0.9431557351350784","0.8401381325721741","0.8401381325721741","0.8401381325721741","0.7638337033987045","0.7638337033987045","0.7638337033987045","0.7636241853237152","0.7636241853237152","0.7636241853237152","0.7771239602565765","0.7771239602565765","0.7771239602565765","0.7810281792283058","0.7810281792283058","0.7810281792283058","0.7368387222290039","0.7368387222290039","0.7368387222290039"
"37","1.7120521128177644","1.7120521128177644","1.7120521128177644","1.1756849563121796","1.1756849563121796","1.1756849563121796","0.9431557351350784","0.9431557351350784","0.9431557351350784","0.8401381325721741","0.8401381325721741","0.8401381325721741","0.7638337033987045","0.7638337033987045","0.7638337033987045","0.7636241853237152","0.7636241853237152","0.7636241853237152","0.7771239602565765","0.7771239602565765","0.7771239602565765","0.7810281792283058","0.7810281792283058","0.7810281792283058","0.7368387222290039","0.7368387222290039","0.7368387222290039"
"38","1.7120521128177644","1.7120521128177644","1.7120521128177644","1.150081759095192","1.150081759095192","1.150081759095192","0.9263585925102233","0.9263585925102233","0.9263585925102233","0.82842025578022","0.82842025578022","0.82842025578022","0.7638337033987045","0.7638337033987045","0.7638337033987045","0.7636241853237152","0.7636241853237152","0.7636241853237152","0.7771239602565765","0.7771239602565765","0.7771239602565765","0.7810281792283058","0.7810281792283058","0.7810281792283058","0.7368387222290039","0.7368387222290039","0.7368387222290039"
"39","1.7120521128177644","1.7120521128177644","1.7120521128177644","1.150081759095192","1.150081759095192","1.150081759095192","0.9194005972146988","0.9194005972146988","0.9194005972146988","0.82842025578022","0.82842025578022","0.82842025578022","0.7638337033987045","0.7638337033987045","0.7638337033987045","0.7665326017141342","0.7665326017141342","0.7665326017141342","0.7771239602565765","0.7771239602565765","0.7771239602565765","0.7810281792283058","0.7810281792283058","0.7810281792283058","0.7368387222290039","0.7368387222290039","0.7368387222290039"
"40","1.7120521128177644","1.7120521128177644","1.7120521128177644","1.149546476006508","1.149546476006508","1.149546476006508","0.9194005972146988","0.9194005972146988","0.9194005972146988","0.82842025578022","0.82842025578022","0.82842025578022","0.7638337033987045","0.7638337033987045","0.7638337033987045","0.7665326017141342","0.7665326017141342","0.7665326017141342","0.7771239602565765","0.7771239602565765","0.7771239602565765","0.7810281792283058","0.7810281792283058","0.7810281792283058","0.7368387222290039","0.7368387222290039","0.7368387222290039"
"41","1.7120521128177644","1.7120521128177644","1.7120521128177644","1.1467031288146972","1.1467031288146972","1.1467031288146972","0.9194005972146988","0.9194005972146988","0.9194005972146988","0.82842025578022","0.82842025578022","0.82842025578022","0.7593382680416108","0.7593382680416108","0.7593382680416108","0.7665326017141342","0.7665326017141342","0.7665326017141342","0.7771239602565765","0.7771239602565765","0.7771239602565765","0.7810281792283058","0.7810281792283058","0.7810281792283058","0.7368387222290039","0.7368387222290039","0.7368387222290039"
"42","1.6695835828781127","1.6695835828781127","1.6695835828781127","1.1467031288146972","1.1467031288146972","1.1467031288146972","0.9194005972146988","0.9194005972146988","0.9194005972146988","0.82842025578022","0.82842025578022","0.82842025578022","0.7593382680416108","0.7593382680416108","0.7593382680416108","0.7665326017141342","0.7665326017141342","0.7665326017141342","0.7771239602565765","0.7771239602565765","0.7771239602565765","0.7810281792283058","0.7810281792283058","0.7810281792283058","0.7368387222290039","0.7368387222290039","0.7368387222290039"
"43","1.6695835828781127","1.6695835828781127","1.6695835828781127","1.1467031288146972","1.1467031288146972","1.1467031288146972","0.9194005972146988","0.9194005972146988","0.9194005972146988","0.817605369091034","0.817605369091034","0.817605369091034","0.7593382680416108","0.7593382680416108","0.7593382680416108","0.7665326017141342","0.7665326017141342","0.7665326017141342","0.7771239602565765","0.7771239602565765","0.7771239602565765","0.7810281792283058","0.7810281792283058","0.7810281792283058","0.7368387222290039","0.7368387222290039","0.7368387222290039"
"44","1.6695835828781127","1.6695835828781127","1.6695835828781127","1.1467031288146972","1.1467031288146972","1.1467031288146972","0.9194005972146988","0.9194005972146988","0.9194005972146988","0.817605369091034","0.817605369091034","0.817605369091034","0.7593382680416108","0.7593382680416108","0.7593382680416108","0.7665326017141342","0.7665326017141342","0.7665326017141342","0.7771239602565765","0.7771239602565765","0.7771239602565765","0.7810281792283058","0.7810281792283058","0.7810281792283058","0.7368387222290039","0.7368387222290039","0.7368387222290039"
"45","1.6695835828781127","1.6695835828781127","1.6695835828781127","1.1467031288146972","1.1467031288146972","1.1467031288146972","0.9194005972146988","0.9194005972146988","0.9194005972146988","0.817605369091034","0.817605369091034","0.817605369091034","0.7593382680416108","0.7593382680416108","0.7593382680416108","0.7665326017141342","0.7665326017141342","0.7665326017141342","0.7771239602565765","0.7771239602565765","0.7771239602565765","0.7810281792283058","0.7810281792283058","0.7810281792283058","0.7368387222290039","0.7368387222290039","0.7368387222290039"
"46","1.6695835828781127","1.6695835828781127","1.6695835828781127","1.1343813049793243","1.1343813049793243","1.1343813049793243","0.9194005972146988","0.9194005972146988","0.9194005972146988","0.817605369091034","0.817605369091034","0.817605369091034","0.7593382680416108","0.7593382680416108","0.7593382680416108","0.7665326017141342","0.7665326017141342","0.7665326017141342","0.7771239602565765","0.7771239602565765","0.7771239602565765","0.7810281792283058","0.7810281792283058","0.7810281792283058","0.7368387222290039","0.7368387222290039","0.7368387222290039"
"47","1.639297765493393","1.639297765493393","1.639297765493393","1.1343813049793243","1.1343813049793243","1.1343813049793243","0.9194005972146988","0.9194005972146988","0.9194005972146988","0.817605369091034","0.817605369091034","0.817605369091034","0.7593382680416108","0.7593382680416108","0.7593382680416108","0.7665326017141342","0.7665326017141342","0.7665326017141342","0.7771239602565765","0.7771239602565765","0.7771239602565765","0.7810281792283058","0.7810281792283058","0.7810281792283058","0.7368387222290039","0.7368387222290039","0.7368387222290039"
"48","1.639297765493393","1.639297765493393","1.639297765493393","1.1239065754413604","1.1239065754413604","1.1239065754413604","0.9194005972146988","0.9194005972146988","0.9194005972146988","0.817605369091034","0.817605369091034","0.817605369091034","0.7593382680416108","0.7593382680416108","0.7593382680416108","0.7665326017141342","0.7665326017141342","0.7665326017141342","0.7771239602565765","0.7771239602565765","0.7771239602565765","0.7810281792283058","0.7810281792283058","0.7810281792283058","0.7368387222290039","0.7368387222290039","0.7368387222290039"
"49","1.639297765493393","1.639297765493393","1.639297765493393","1.1207095950841903","1.1207095950841903","1.1207095950841903","0.9194005972146988","0.9194005972146988","0.9194005972146988","0.8082969230413437","0.8082969230413437","0.8082969230413437","0.7593382680416108","0.7593382680416108","0.7593382680416108","0.7665326017141342","0.7665326017141342","0.7665326017141342","0.7771239602565765","0.7771239602565765","0.7771239602565765","0.7810281792283058","0.7810281792283058","0.7810281792283058","0.7368387222290039","0.7368387222290039","0.7368387222290039"
