"Step","cnn_dr_0.9 - train acc","cnn_dr_0.9 - train acc__MIN","cnn_dr_0.9 - train acc__MAX","cnn_dr_0.8 - train acc","cnn_dr_0.8 - train acc__MIN","cnn_dr_0.8 - train acc__MAX","cnn_dr_0.7 - train acc","cnn_dr_0.7 - train acc__MIN","cnn_dr_0.7 - train acc__MAX","cnn_dr_0.6 - train acc","cnn_dr_0.6 - train acc__MIN","cnn_dr_0.6 - train acc__MAX","cnn_dr_0.5 - train acc","cnn_dr_0.5 - train acc__MIN","cnn_dr_0.5 - train acc__MAX","cnn_dr_0.4 - train acc","cnn_dr_0.4 - train acc__MIN","cnn_dr_0.4 - train acc__MAX","cnn_dr_0.3 - train acc","cnn_dr_0.3 - train acc__MIN","cnn_dr_0.3 - train acc__MAX","cnn_dr_0.2 - train acc","cnn_dr_0.2 - train acc__MIN","cnn_dr_0.2 - train acc__MAX","cnn_dr_0.1 - train acc","cnn_dr_0.1 - train acc__MIN","cnn_dr_0.1 - train acc__MAX"
"50","0.40767498917877676","0.40767498917877676","0.40767498917877676","0.555349987745285","0.555349987745285","0.555349987745285","0.645024985447526","0.645024985447526","0.645024985447526","0.718549982458353","0.718549982458353","0.718549982458353","0.7812249802052975","0.7812249802052975","0.7812249802052975","0.841749979108572","0.841749979108572","0.841749979108572","0.8927749814093113","0.8927749814093113","0.8927749814093113","0.9443999816477299","0.9443999816477299","0.9443999816477299","0.9771999686956405","0.9771999686956405","0.9771999686956405"
"51","0.40812498912215234","0.40812498912215234","0.40812498912215234","0.5550999853760004","0.5550999853760004","0.5550999853760004","0.6497249855101108","0.6497249855101108","0.6497249855101108","0.7177999846637249","0.7177999846637249","0.7177999846637249","0.7840249797701836","0.7840249797701836","0.7840249797701836","0.8408749799430371","0.8408749799430371","0.8408749799430371","0.8985249814391136","0.8985249814391136","0.8985249814391136","0.9433749820291996","0.9433749820291996","0.9433749820291996","0.9778999692201614","0.9778999692201614","0.9778999692201614"
"52","0.41089998848736287","0.41089998848736287","0.41089998848736287","0.5532499868422747","0.5532499868422747","0.5532499868422747","0.6507249861955643","0.6507249861955643","0.6507249861955643","0.7200499840080739","0.7200499840080739","0.7200499840080739","0.7836499798297882","0.7836499798297882","0.7836499798297882","0.8463499784469605","0.8463499784469605","0.8463499784469605","0.8956249818205834","0.8956249818205834","0.8956249818205834","0.946399982124567","0.946399982124567","0.946399982124567","0.9745749688148498","0.9745749688148498","0.9745749688148498"
"53","0.4128999889642","0.4128999889642","0.4128999889642","0.5575499879568815","0.5575499879568815","0.5575499879568815","0.6489249870181084","0.6489249870181084","0.6489249870181084","0.7222999830543995","0.7222999830543995","0.7222999830543995","0.7871499799191952","0.7871499799191952","0.7871499799191952","0.8443499793112278","0.8443499793112278","0.8443499793112278","0.8981249818205833","0.8981249818205833","0.8981249818205833","0.9453499813377857","0.9453499813377857","0.9453499813377857","0.9770499670505524","0.9770499670505524","0.9770499670505524"
"54","0.4128749891370535","0.4128749891370535","0.4128749891370535","0.560299986898899","0.560299986898899","0.560299986898899","0.6549999849498271","0.6549999849498271","0.6549999849498271","0.7206749820709228","0.7206749820709228","0.7206749820709228","0.7871249797940254","0.7871249797940254","0.7871249797940254","0.8493249794840813","0.8493249794840813","0.8493249794840813","0.9000999814271927","0.9000999814271927","0.9000999814271927","0.9466249816119671","0.9466249816119671","0.9466249816119671","0.9757499679923057","0.9757499679923057","0.9757499679923057"
"55","0.41014998890459536","0.41014998890459536","0.41014998890459536","0.5548249873518943","0.5548249873518943","0.5548249873518943","0.6514749851822853","0.6514749851822853","0.6514749851822853","0.7244999812543392","0.7244999812543392","0.7244999812543392","0.7892749792337418","0.7892749792337418","0.7892749792337418","0.848574979454279","0.848574979454279","0.848574979454279","0.8995749807357788","0.8995749807357788","0.8995749807357788","0.9468999806046486","0.9468999806046486","0.9468999806046486","0.9775999680161476","0.9775999680161476","0.9775999680161476"
"56","0.41137498915195464","0.41137498915195464","0.41137498915195464","0.5606999868899584","0.5606999868899584","0.5606999868899584","0.6534499850869179","0.6534499850869179","0.6534499850869179","0.7207249829173088","0.7207249829173088","0.7207249829173088","0.7888749800622463","0.7888749800622463","0.7888749800622463","0.8484499795734882","0.8484499795734882","0.8484499795734882","0.9037999801337719","0.9037999801337719","0.9037999801337719","0.9483749802410603","0.9483749802410603","0.9483749802410603","0.9793749679625035","0.9793749679625035","0.9793749679625035"
"57","0.41574998885393144","0.41574998885393144","0.41574998885393144","0.5587999867647886","0.5587999867647886","0.5587999867647886","0.654949986115098","0.654949986115098","0.654949986115098","0.721449982970953","0.721449982970953","0.721449982970953","0.7912499795854092","0.7912499795854092","0.7912499795854092","0.8481249803304672","0.8481249803304672","0.8481249803304672","0.9040749810636044","0.9040749810636044","0.9040749810636044","0.9492249818146229","0.9492249818146229","0.9492249818146229","0.9787999685108661","0.9787999685108661","0.9787999685108661"
"58","0.4160749892145395","0.4160749892145395","0.4160749892145395","0.561599987372756","0.561599987372756","0.561599987372756","0.6554749845713377","0.6554749845713377","0.6554749845713377","0.7229999832808971","0.7229999832808971","0.7229999832808971","0.7893999794125557","0.7893999794125557","0.7893999794125557","0.8508499801158905","0.8508499801158905","0.8508499801158905","0.9041249798238278","0.9041249798238278","0.9041249798238278","0.9510749804973603","0.9510749804973603","0.9510749804973603","0.9785499681532382","0.9785499681532382","0.9785499681532382"
"59","0.4146499891579151","0.4146499891579151","0.4146499891579151","0.564574985653162","0.564574985653162","0.564574985653162","0.6528749841451645","0.6528749841451645","0.6528749841451645","0.725924982279539","0.725924982279539","0.725924982279539","0.7940999786555767","0.7940999786555767","0.7940999786555767","0.8500749790668487","0.8500749790668487","0.8500749790668487","0.903274981379509","0.903274981379509","0.903274981379509","0.9488499808311462","0.9488499808311462","0.9488499808311462","0.9782999694347382","0.9782999694347382","0.9782999694347382"
"60","0.4175749891251326","0.4175749891251326","0.4175749891251326","0.563524988219142","0.563524988219142","0.563524988219142","0.6559999826550483","0.6559999826550483","0.6559999826550483","0.7256249846518039","0.7256249846518039","0.7256249846518039","0.7949999791383743","0.7949999791383743","0.7949999791383743","0.8490999802947045","0.8490999802947045","0.8490999802947045","0.902474979609251","0.902474979609251","0.902474979609251","0.9536999796330928","0.9536999796330928","0.9536999796330928","0.9792249675095082","0.9792249675095082","0.9792249675095082"
"61","0.4163999895751476","0.4163999895751476","0.4163999895751476","0.5646499852836132","0.5646499852836132","0.5646499852836132","0.6530999847501516","0.6530999847501516","0.6530999847501516","0.72517498254776","0.72517498254776","0.72517498254776","0.7969499789178371","0.7969499789178371","0.7969499789178371","0.8556499801576137","0.8556499801576137","0.8556499801576137","0.9063249823451042","0.9063249823451042","0.9063249823451042","0.9543749791383743","0.9543749791383743","0.9543749791383743","0.9787499685585499","0.9787499685585499","0.9787499685585499"
"62","0.4167249894887209","0.4167249894887209","0.4167249894887209","0.5654999869316817","0.5654999869316817","0.5654999869316817","0.6553999862074852","0.6553999862074852","0.6553999862074852","0.7276999832689762","0.7276999832689762","0.7276999832689762","0.7959999781847","0.7959999781847","0.7959999781847","0.8561749796569348","0.8561749796569348","0.8561749796569348","0.9085749812424183","0.9085749812424183","0.9085749812424183","0.9514499790966511","0.9514499790966511","0.9514499790966511","0.9779999683797359","0.9779999683797359","0.9779999683797359"
"63","0.416149989888072","0.416149989888072","0.416149989888072","0.5664999877661466","0.5664999877661466","0.5664999877661466","0.6582249848544598","0.6582249848544598","0.6582249848544598","0.7249249829351903","0.7249249829351903","0.7249249829351903","0.7944499792158604","0.7944499792158604","0.7944499792158604","0.85507498010993","0.85507498010993","0.85507498010993","0.9112749812006951","0.9112749812006951","0.9112749812006951","0.9517749792337418","0.9517749792337418","0.9517749792337418","0.9805999670922756","0.9805999670922756","0.9805999670922756"
"64","0.4227999886125326","0.4227999886125326","0.4227999886125326","0.5698749885708093","0.5698749885708093","0.5698749885708093","0.660149984061718","0.660149984061718","0.660149984061718","0.728349981456995","0.728349981456995","0.728349981456995","0.798424978852272","0.798424978852272","0.798424978852272","0.85444998010993","0.85444998010993","0.85444998010993","0.9100999823212623","0.9100999823212623","0.9100999823212623","0.953024979531765","0.953024979531765","0.953024979531765","0.9806999664008618","0.9806999664008618","0.9806999664008618"
"65","0.42227498821914194","0.42227498821914194","0.42227498821914194","0.5642999874055386","0.5642999874055386","0.5642999874055386","0.6613749843835831","0.6613749843835831","0.6613749843835831","0.7331749823689461","0.7331749823689461","0.7331749823689461","0.798224977850914","0.798224977850914","0.798224977850914","0.8603999793529511","0.8603999793529511","0.8603999793529511","0.9093749794363976","0.9093749794363976","0.9093749794363976","0.9538249789178371","0.9538249789178371","0.9538249789178371","0.9799749691784382","0.9799749691784382","0.9799749691784382"
"66","0.4230749885737896","0.4230749885737896","0.4230749885737896","0.5709249890595675","0.5709249890595675","0.5709249890595675","0.6612499849498272","0.6612499849498272","0.6612499849498272","0.7308499848842621","0.7308499848842621","0.7308499848842621","0.7965749806165695","0.7965749806165695","0.7965749806165695","0.8580749788880349","0.8580749788880349","0.8580749788880349","0.9089249804615974","0.9089249804615974","0.9089249804615974","0.9551249803602695","0.9551249803602695","0.9551249803602695","0.9801749661564827","0.9801749661564827","0.9801749661564827"
"67","0.4288249889761209","0.4288249889761209","0.4288249889761209","0.570249986872077","0.570249986872077","0.570249986872077","0.6553999854624272","0.6553999854624272","0.6553999854624272","0.7317499820888043","0.7317499820888043","0.7317499820888043","0.7990249790251255","0.7990249790251255","0.7990249790251255","0.8588499790430069","0.8588499790430069","0.8588499790430069","0.9112249831855297","0.9112249831855297","0.9112249831855297","0.9544999784231186","0.9544999784231186","0.9544999784231186","0.9823499688506127","0.9823499688506127","0.9823499688506127"
"68","0.42264998830854894","0.42264998830854894","0.42264998830854894","0.5718249855190516","0.5718249855190516","0.5718249855190516","0.6590749844908714","0.6590749844908714","0.6590749844908714","0.7322999820113182","0.7322999820113182","0.7322999820113182","0.799099979698658","0.799099979698658","0.799099979698658","0.8562499792873859","0.8562499792873859","0.8562499792873859","0.911999980956316","0.911999980956316","0.911999980956316","0.9536999790370464","0.9536999790370464","0.9536999790370464","0.9819749680161476","0.9819749680161476","0.9819749680161476"
"69","0.4228999886661768","0.4228999886661768","0.4228999886661768","0.571149986833334","0.571149986833334","0.571149986833334","0.6588249841332435","0.6588249841332435","0.6588249841332435","0.7324249818921089","0.7324249818921089","0.7324249818921089","0.8046249777078629","0.8046249777078629","0.8046249777078629","0.8619249799847603","0.8619249799847603","0.8619249799847603","0.9146749810874462","0.9146749810874462","0.9146749810874462","0.9562999778985977","0.9562999778985977","0.9562999778985977","0.9805749680101872","0.9805749680101872","0.9805749680101872"
"70","0.4268749884516001","0.4268749884516001","0.4268749884516001","0.5705249867588281","0.5705249867588281","0.5705249867588281","0.6625749824941158","0.6625749824941158","0.6625749824941158","0.7331499814987182","0.7331499814987182","0.7331499814987182","0.803724979609251","0.803724979609251","0.803724979609251","0.865999980121851","0.865999980121851","0.865999980121851","0.9144749824702739","0.9144749824702739","0.9144749824702739","0.955824979543686","0.955824979543686","0.955824979543686","0.9818749657273292","0.9818749657273292","0.9818749657273292"
"71","0.4279999886453152","0.4279999886453152","0.4279999886453152","0.573349986821413","0.573349986821413","0.573349986821413","0.6608999842405319","0.6608999842405319","0.6608999842405319","0.7380499820411205","0.7380499820411205","0.7380499820411205","0.8010249777138233","0.8010249777138233","0.8010249777138233","0.863449979275465","0.863449979275465","0.863449979275465","0.9118999828398228","0.9118999828398228","0.9118999828398228","0.9542249797284603","0.9542249797284603","0.9542249797284603","0.9829499670863151","0.9829499670863151","0.9829499670863151"
"72","0.42164998933672904","0.42164998933672904","0.42164998933672904","0.5723499888181687","0.5723499888181687","0.5723499888181687","0.6623499849438668","0.6623499849438668","0.6623499849438668","0.7364749836921692","0.7364749836921692","0.7364749836921692","0.8009499773383141","0.8009499773383141","0.8009499773383141","0.8626749786734581","0.8626749786734581","0.8626749786734581","0.9148999811708927","0.9148999811708927","0.9148999811708927","0.9590499763190746","0.9590499763190746","0.9590499763190746","0.9827249665558339","0.9827249665558339","0.9827249665558339"
"73","0.42449998900294306","0.42449998900294306","0.42449998900294306","0.5699999883770943","0.5699999883770943","0.5699999883770943","0.6658749848604202","0.6658749848604202","0.6658749848604202","0.7339999832212925","0.7339999832212925","0.7339999832212925","0.8024499773979187","0.8024499773979187","0.8024499773979187","0.8634999801218509","0.8634999801218509","0.8634999801218509","0.914399979710579","0.914399979710579","0.914399979710579","0.9579749782383442","0.9579749782383442","0.9579749782383442","0.9800999663770199","0.9800999663770199","0.9800999663770199"
"74","0.42632498905062677","0.42632498905062677","0.42632498905062677","0.5724499879777432","0.5724499879777432","0.5724499879777432","0.6645249845832586","0.6645249845832586","0.6645249845832586","0.7348999823629856","0.7348999823629856","0.7348999823629856","0.8045749808847904","0.8045749808847904","0.8045749808847904","0.8647749802470207","0.8647749802470207","0.8647749802470207","0.9203499817848205","0.9203499817848205","0.9203499817848205","0.9589499780535697","0.9589499780535697","0.9589499780535697","0.9825999668240547","0.9825999668240547","0.9825999668240547"
"75","0.4316499887406826","0.4316499887406826","0.4316499887406826","0.5739499880373478","0.5739499880373478","0.5739499880373478","0.6661999849975109","0.6661999849975109","0.6661999849975109","0.7346749822795391","0.7346749822795391","0.7346749822795391","0.8055999785661697","0.8055999785661697","0.8055999785661697","0.8636999797821044","0.8636999797821044","0.8636999797821044","0.9158749817311764","0.9158749817311764","0.9158749817311764","0.9573499783873558","0.9573499783873558","0.9573499783873558","0.9844749692082405","0.9844749692082405","0.9844749692082405"
"76","0.42709998778998853","0.42709998778998853","0.42709998778998853","0.5768749877810478","0.5768749877810478","0.5768749877810478","0.6677249848842621","0.6677249848842621","0.6677249848842621","0.7331749829649925","0.7331749829649925","0.7331749829649925","0.8035999804735183","0.8035999804735183","0.8035999804735183","0.8638999792933464","0.8638999792933464","0.8638999792933464","0.9167749808728695","0.9167749808728695","0.9167749808728695","0.9577999767661095","0.9577999767661095","0.9577999767661095","0.9837249690294265","0.9837249690294265","0.9837249690294265"
"77","0.4293749887496233","0.4293749887496233","0.4293749887496233","0.5739999859780073","0.5739999859780073","0.5739999859780073","0.6645999842882157","0.6645999842882157","0.6645999842882157","0.737199981957674","0.737199981957674","0.737199981957674","0.8098249796032906","0.8098249796032906","0.8098249796032906","0.8662749803066254","0.8662749803066254","0.8662749803066254","0.9170749826729298","0.9170749826729298","0.9170749826729298","0.9593999767303467","0.9593999767303467","0.9593999767303467","0.9844499668478965","0.9844499668478965","0.9844499668478965"
"78","0.43109998866915705","0.43109998866915705","0.43109998866915705","0.5740749865025282","0.5740749865025282","0.5740749865025282","0.6657749845087528","0.6657749845087528","0.6657749845087528","0.738874982893467","0.738874982893467","0.738874982893467","0.8079249781370162","0.8079249781370162","0.8079249781370162","0.865774979442358","0.865774979442358","0.865774979442358","0.9188749824464321","0.9188749824464321","0.9188749824464321","0.9587499776482582","0.9587499776482582","0.9587499776482582","0.9838749681413174","0.9838749681413174","0.9838749681413174"
"79","0.43214998856186865","0.43214998856186865","0.43214998856186865","0.5754499869048595","0.5754499869048595","0.5754499869048595","0.6674499845504761","0.6674499845504761","0.6674499845504761","0.7404749828577042","0.7404749828577042","0.7404749828577042","0.8088499800860882","0.8088499800860882","0.8088499800860882","0.8696249800920487","0.8696249800920487","0.8696249800920487","0.9173249812424182","0.9173249812424182","0.9173249812424182","0.9588749767839908","0.9588749767839908","0.9588749767839908","0.9821999680995941","0.9821999680995941","0.9821999680995941"
"80","0.4332499896734953","0.4332499896734953","0.4332499896734953","0.5759249866008759","0.5759249866008759","0.5759249866008759","0.66737498447299","0.66737498447299","0.66737498447299","0.744099982380867","0.744099982380867","0.744099982380867","0.8075249789655209","0.8075249789655209","0.8075249789655209","0.8713499785959721","0.8713499785959721","0.8713499785959721","0.9191499809920788","0.9191499809920788","0.9191499809920788","0.9597999764978886","0.9597999764978886","0.9597999764978886","0.9831749673187733","0.9831749673187733","0.9831749673187733"
"81","0.4333249878138304","0.4333249878138304","0.4333249878138304","0.5765999876707792","0.5765999876707792","0.5765999876707792","0.6668999835848808","0.6668999835848808","0.6668999835848808","0.7414249815046787","0.7414249815046787","0.7414249815046787","0.8081749783456326","0.8081749783456326","0.8081749783456326","0.8678249815106391","0.8678249815106391","0.8678249815106391","0.9180999805033206","0.9180999805033206","0.9180999805033206","0.9626249743998051","0.9626249743998051","0.9626249743998051","0.984449967443943","0.984449967443943","0.984449967443943"
"82","0.4328999883681536","0.4328999883681536","0.4328999883681536","0.5798999889940023","0.5798999889940023","0.5798999889940023","0.6655499836802483","0.6655499836802483","0.6655499836802483","0.73952498331666","0.73952498331666","0.73952498331666","0.8060749787092208","0.8060749787092208","0.8060749787092208","0.8681499807536602","0.8681499807536602","0.8681499807536602","0.9196749819815159","0.9196749819815159","0.9196749819815159","0.9629249745607376","0.9629249745607376","0.9629249745607376","0.9849749673902989","0.9849749673902989","0.9849749673902989"
"83","0.43342498809099195","0.43342498809099195","0.43342498809099195","0.5774749875068664","0.5774749875068664","0.5774749875068664","0.6670999850332737","0.6670999850332737","0.6670999850332737","0.7425249822437763","0.7425249822437763","0.7425249822437763","0.8085249797999858","0.8085249797999858","0.8085249797999858","0.8711249803006649","0.8711249803006649","0.8711249803006649","0.9184749822318554","0.9184749822318554","0.9184749822318554","0.9614499759674072","0.9614499759674072","0.9614499759674072","0.9835749667882919","0.9835749667882919","0.9835749667882919"
"84","0.43539998795837165","0.43539998795837165","0.43539998795837165","0.5813999873399734","0.5813999873399734","0.5813999873399734","0.6684749861061573","0.6684749861061573","0.6684749861061573","0.7410249817371368","0.7410249817371368","0.7410249817371368","0.8082749785482883","0.8082749785482883","0.8082749785482883","0.8692749790847302","0.8692749790847302","0.8692749790847302","0.921049981713295","0.921049981713295","0.921049981713295","0.9618999750912189","0.9618999750912189","0.9618999750912189","0.9838249671459198","0.9838249671459198","0.9838249671459198"
"85","0.4325749881565571","0.4325749881565571","0.4325749881565571","0.5793749873340129","0.5793749873340129","0.5793749873340129","0.6675999835133553","0.6675999835133553","0.6675999835133553","0.7453499801456929","0.7453499801456929","0.7453499801456929","0.8107249788939953","0.8107249788939953","0.8107249788939953","0.872749979943037","0.872749979943037","0.872749979943037","0.9205249828100205","0.9205249828100205","0.9205249828100205","0.9626249758899212","0.9626249758899212","0.9626249758899212","0.9821499654650688","0.9821499654650688","0.9821499654650688"
"86","0.43494998790323736","0.43494998790323736","0.43494998790323736","0.5842249868810176","0.5842249868810176","0.5842249868810176","0.6723749838769436","0.6723749838769436","0.6723749838769436","0.742524983137846","0.742524983137846","0.742524983137846","0.8096499787271023","0.8096499787271023","0.8096499787271023","0.8708999809622765","0.8708999809622765","0.8708999809622765","0.922549982368946","0.922549982368946","0.922549982368946","0.9605749757587909","0.9605749757587909","0.9605749757587909","0.9843999673426151","0.9843999673426151","0.9843999673426151"
"87","0.4377499897032976","0.4377499897032976","0.4377499897032976","0.5803999872505665","0.5803999872505665","0.5803999872505665","0.6692749850451947","0.6692749850451947","0.6692749850451947","0.7418249812722206","0.7418249812722206","0.7418249812722206","0.8106749784946442","0.8106749784946442","0.8106749784946442","0.8721249802410602","0.8721249802410602","0.8721249802410602","0.9204749821126461","0.9204749821126461","0.9204749821126461","0.9622249753773212","0.9622249753773212","0.9622249753773212","0.985799969136715","0.985799969136715","0.985799969136715"
"88","0.4393499881029129","0.4393499881029129","0.4393499881029129","0.5804249870032072","0.5804249870032072","0.5804249870032072","0.675399983972311","0.675399983972311","0.675399983972311","0.7428499819338321","0.7428499819338321","0.7428499819338321","0.8135999774932862","0.8135999774932862","0.8135999774932862","0.8739249803125858","0.8739249803125858","0.8739249803125858","0.9245499816536903","0.9245499816536903","0.9245499816536903","0.9615749755501747","0.9615749755501747","0.9615749755501747","0.9858999685943126","0.9858999685943126","0.9858999685943126"
"89","0.4369249887019396","0.4369249887019396","0.4369249887019396","0.5816749860346317","0.5816749860346317","0.5816749860346317","0.6705749846994877","0.6705749846994877","0.6705749846994877","0.7394999830424785","0.7394999830424785","0.7394999830424785","0.8157749788463116","0.8157749788463116","0.8157749788463116","0.8724499790370465","0.8724499790370465","0.8724499790370465","0.9229749821126461","0.9229749821126461","0.9229749821126461","0.9608999748528003","0.9608999748528003","0.9608999748528003","0.9860499688982963","0.9860499688982963","0.9860499688982963"
"90","0.43569998905062673","0.43569998905062673","0.43569998905062673","0.5845499856770039","0.5845499856770039","0.5845499856770039","0.6715499843657017","0.6715499843657017","0.6715499843657017","0.7444999805092811","0.7444999805092811","0.7444999805092811","0.8125249786674976","0.8125249786674976","0.8125249786674976","0.8761249804496765","0.8761249804496765","0.8761249804496765","0.9253249816596508","0.9253249816596508","0.9253249816596508","0.9641749753057957","0.9641749753057957","0.9641749753057957","0.9852749674022198","0.9852749674022198","0.9852749674022198"
"91","0.4338499888032675","0.4338499888032675","0.4338499888032675","0.5830499874800443","0.5830499874800443","0.5830499874800443","0.6727249825000763","0.6727249825000763","0.6727249825000763","0.7460749824345112","0.7460749824345112","0.7460749824345112","0.8154749783873558","0.8154749783873558","0.8154749783873558","0.8736499798297882","0.8736499798297882","0.8736499798297882","0.9224749813973904","0.9224749813973904","0.9224749813973904","0.9625999750196934","0.9625999750196934","0.9625999750196934","0.9844249677658081","0.9844249677658081","0.9844249677658081"
"92","0.43979998797178266","0.43979998797178266","0.43979998797178266","0.5837499870359898","0.5837499870359898","0.5837499870359898","0.6737249831855298","0.6737249831855298","0.6737249831855298","0.7461249832808972","0.7461249832808972","0.7461249832808972","0.8134249795973301","0.8134249795973301","0.8134249795973301","0.8767249801754952","0.8767249801754952","0.8767249801754952","0.9261499837040901","0.9261499837040901","0.9261499837040901","0.9643999741971493","0.9643999741971493","0.9643999741971493","0.9853999687731266","0.9853999687731266","0.9853999687731266"
"93","0.43977498888969424","0.43977498888969424","0.43977498888969424","0.5824499882757663","0.5824499882757663","0.5824499882757663","0.6726999841630459","0.6726999841630459","0.6726999841630459","0.7469499811530114","0.7469499811530114","0.7469499811530114","0.8174249793589116","0.8174249793589116","0.8174249793589116","0.8764999800920487","0.8764999800920487","0.8764999800920487","0.9270999836921692","0.9270999836921692","0.9270999836921692","0.9654249738156796","0.9654249738156796","0.9654249738156796","0.9842999665439129","0.9842999665439129","0.9842999665439129"
"94","0.4422499883919954","0.4422499883919954","0.4422499883919954","0.5788249877095223","0.5788249877095223","0.5788249877095223","0.6718999850749969","0.6718999850749969","0.6718999850749969","0.7475999803841114","0.7475999803841114","0.7475999803841114","0.8143999794125557","0.8143999794125557","0.8143999794125557","0.876474980711937","0.876474980711937","0.876474980711937","0.9254749819636345","0.9254749819636345","0.9254749819636345","0.9643999744951725","0.9643999744951725","0.9643999744951725","0.986124968379736","0.986124968379736","0.986124968379736"
"95","0.44157498866319655","0.44157498866319655","0.44157498866319655","0.584699986949563","0.584699986949563","0.584699986949563","0.6737249831855298","0.6737249831855298","0.6737249831855298","0.7476999826729298","0.7476999826729298","0.7476999826729298","0.8141749800741672","0.8141749800741672","0.8141749800741672","0.8759999790787697","0.8759999790787697","0.8759999790787697","0.9254499813914299","0.9254499813914299","0.9254499813914299","0.9633249749243259","0.9633249749243259","0.9633249749243259","0.9850249686837196","0.9850249686837196","0.9850249686837196"
"96","0.43877498880028726","0.43877498880028726","0.43877498880028726","0.5841499869525433","0.5841499869525433","0.5841499869525433","0.6768499839305878","0.6768499839305878","0.6768499839305878","0.7456749828159809","0.7456749828159809","0.7456749828159809","0.8171249788999557","0.8171249788999557","0.8171249788999557","0.8788749803602696","0.8788749803602696","0.8788749803602696","0.9278249825537205","0.9278249825537205","0.9278249825537205","0.9648999735713005","0.9648999735713005","0.9648999735713005","0.9847499668598175","0.9847499668598175","0.9847499668598175"
"97","0.44182498775422574","0.44182498775422574","0.44182498775422574","0.5852499870955944","0.5852499870955944","0.5852499870955944","0.674524984806776","0.674524984806776","0.674524984806776","0.7484999819099903","0.7484999819099903","0.7484999819099903","0.8141249787807464","0.8141249787807464","0.8141249787807464","0.8773999804258347","0.8773999804258347","0.8773999804258347","0.9270749831199646","0.9270749831199646","0.9270749831199646","0.9658249734342098","0.9658249734342098","0.9658249734342098","0.9839499686658383","0.9839499686658383","0.9839499686658383"
"98","0.44037498883903026","0.44037498883903026","0.44037498883903026","0.5868749886751174","0.5868749886751174","0.5868749886751174","0.6763999848067761","0.6763999848067761","0.6763999848067761","0.7468749804794789","0.7468749804794789","0.7468749804794789","0.8171249790489674","0.8171249790489674","0.8171249790489674","0.8759249787032605","0.8759249787032605","0.8759249787032605","0.9267249822616577","0.9267249822616577","0.9267249822616577","0.9641249741613865","0.9641249741613865","0.9641249741613865","0.9862499685585498","0.9862499685585498","0.9862499685585498"
"99","0.4448749878257513","0.4448749878257513","0.4448749878257513","0.5905249854922294","0.5905249854922294","0.5905249854922294","0.6745749820768833","0.6745749820768833","0.6745749820768833","0.7436749815940857","0.7436749815940857","0.7436749815940857","0.8163249778747559","0.8163249778747559","0.8163249778747559","0.8776499818265439","0.8776499818265439","0.8776499818265439","0.9294499838352204","0.9294499838352204","0.9294499838352204","0.966274973154068","0.966274973154068","0.966274973154068","0.9867499673366547","0.9867499673366547","0.9867499673366547"
"100","0.4390999887138605","0.4390999887138605","0.4390999887138605","0.5899749897420407","0.5899749897420407","0.5899749897420407","0.6734499836713076","0.6734499836713076","0.6734499836713076","0.7505499812960624","0.7505499812960624","0.7505499812960624","0.8154499790072441","0.8154499790072441","0.8154499790072441","0.880899979621172","0.880899979621172","0.880899979621172","0.9285999825596809","0.9285999825596809","0.9285999825596809","0.9667249731719494","0.9667249731719494","0.9667249731719494","0.9870249700546264","0.9870249700546264","0.9870249700546264"