"Step","cnn_dr_0.9 - train loss","cnn_dr_0.9 - train loss__MIN","cnn_dr_0.9 - train loss__MAX","cnn_dr_0.8 - train loss","cnn_dr_0.8 - train loss__MIN","cnn_dr_0.8 - train loss__MAX","cnn_dr_0.7 - train loss","cnn_dr_0.7 - train loss__MIN","cnn_dr_0.7 - train loss__MAX","cnn_dr_0.6 - train loss","cnn_dr_0.6 - train loss__MIN","cnn_dr_0.6 - train loss__MAX","cnn_dr_0.5 - train loss","cnn_dr_0.5 - train loss__MIN","cnn_dr_0.5 - train loss__MAX","cnn_dr_0.4 - train loss","cnn_dr_0.4 - train loss__MIN","cnn_dr_0.4 - train loss__MAX","cnn_dr_0.3 - train loss","cnn_dr_0.3 - train loss__MIN","cnn_dr_0.3 - train loss__MAX","cnn_dr_0.2 - train loss","cnn_dr_0.2 - train loss__MIN","cnn_dr_0.2 - train loss__MAX","cnn_dr_0.1 - train loss","cnn_dr_0.1 - train loss__MIN","cnn_dr_0.1 - train loss__MAX"
"1","2.846535566449165","2.846535566449165","2.846535566449165","2.4824709171056747","2.4824709171056747","2.4824709171056747","2.1818638160824775","2.1818638160824775","2.1818638160824775","2.012086399793625","2.012086399793625","2.012086399793625","1.9362234473228455","1.9362234473228455","1.9362234473228455","1.7654249945282936","1.7654249945282936","1.7654249945282936","1.7021651610732078","1.7021651610732078","1.7021651610732078","1.604693061709404","1.604693061709404","1.604693061709404","1.5261847884953021","1.5261847884953021","1.5261847884953021"
"2","2.1745931950211523","2.1745931950211523","2.1745931950211523","1.9265582662820817","1.9265582662820817","1.9265582662820817","1.75493168592453","1.75493168592453","1.75493168592453","1.6015508580207825","1.6015508580207825","1.6015508580207825","1.5274413040280341","1.5274413040280341","1.5274413040280341","1.3552610486745835","1.3552610486745835","1.3552610486745835","1.271783762872219","1.271783762872219","1.271783762872219","1.1909573191404343","1.1909573191404343","1.1909573191404343","1.1097804006934167","1.1097804006934167","1.1097804006934167"
"3","2.0934348845481874","2.0934348845481874","2.0934348845481874","1.8011467045545577","1.8011467045545577","1.8011467045545577","1.6116896179318427","1.6116896179318427","1.6116896179318427","1.441988126039505","1.441988126039505","1.441988126039505","1.3456931927800178","1.3456931927800178","1.3456931927800178","1.2028696431219579","1.2028696431219579","1.2028696431219579","1.1210211174190043","1.1210211174190043","1.1210211174190043","1.0341348791122436","1.0341348791122436","1.0341348791122436","0.9561533467471599","0.9561533467471599","0.9561533467471599"
"4","2.0485148546099663","2.0485148546099663","2.0485148546099663","1.7387727037072183","1.7387727037072183","1.7387727037072183","1.527677727341652","1.527677727341652","1.527677727341652","1.3480832478404046","1.3480832478404046","1.3480832478404046","1.2301575139164924","1.2301575139164924","1.2301575139164924","1.1062129630148412","1.1062129630148412","1.1062129630148412","1.0156163281202317","1.0156163281202317","1.0156163281202317","0.9202833418548108","0.9202833418548108","0.9202833418548108","0.8446682299673557","0.8446682299673557","0.8446682299673557"
"5","2.013907325565815","2.013907325565815","2.013907325565815","1.7026555594801902","1.7026555594801902","1.7026555594801902","1.4736918354034423","1.4736918354034423","1.4736918354034423","1.2839927211403848","1.2839927211403848","1.2839927211403848","1.1625992779433727","1.1625992779433727","1.1625992779433727","1.0442877653241158","1.0442877653241158","1.0442877653241158","0.9553361417353153","0.9553361417353153","0.9553361417353153","0.855864313095808","0.855864313095808","0.855864313095808","0.7662442909926176","0.7662442909926176","0.7662442909926176"
"6","1.9932824096083641","1.9932824096083641","1.9932824096083641","1.659784855246544","1.659784855246544","1.659784855246544","1.429610124528408","1.429610124528408","1.429610124528408","1.2376526181399823","1.2376526181399823","1.2376526181399823","1.1153329873085023","1.1153329873085023","1.1153329873085023","0.9939366766810417","0.9939366766810417","0.9939366766810417","0.9017895862460137","0.9017895862460137","0.9017895862460137","0.7954076346755028","0.7954076346755028","0.7954076346755028","0.7050258277356625","0.7050258277356625","0.7050258277356625"
"7","1.9681335577368737","1.9681335577368737","1.9681335577368737","1.634801543354988","1.634801543354988","1.634801543354988","1.3931714484095574","1.3931714484095574","1.3931714484095574","1.204202056080103","1.204202056080103","1.204202056080103","1.0698717011511325","1.0698717011511325","1.0698717011511325","0.9470836697518825","0.9470836697518825","0.9470836697518825","0.8525461047887802","0.8525461047887802","0.8525461047887802","0.7506237678229809","0.7506237678229809","0.7506237678229809","0.63631087847054","0.63631087847054","0.63631087847054"
"8","1.9532896444201469","1.9532896444201469","1.9532896444201469","1.6096588635444642","1.6096588635444642","1.6096588635444642","1.3624534228444098","1.3624534228444098","1.3624534228444098","1.1734025263786316","1.1734025263786316","1.1734025263786316","1.0310827238857747","1.0310827238857747","1.0310827238857747","0.9154339055716991","0.9154339055716991","0.9154339055716991","0.8162105377018452","0.8162105377018452","0.8162105377018452","0.6989196361601353","0.6989196361601353","0.6989196361601353","0.5922526255249977","0.5922526255249977","0.5922526255249977"
"9","1.9344752505421638","1.9344752505421638","1.9344752505421638","1.586329715847969","1.586329715847969","1.586329715847969","1.3322076311707496","1.3322076311707496","1.3322076311707496","1.1478250747919083","1.1478250747919083","1.1478250747919083","1.0024267183244229","1.0024267183244229","1.0024267183244229","0.8826695574820042","0.8826695574820042","0.8826695574820042","0.7825604195892811","0.7825604195892811","0.7825604195892811","0.6641855316609144","0.6641855316609144","0.6641855316609144","0.5521857612580061","0.5521857612580061","0.5521857612580061"
"10","1.9251066222786903","1.9251066222786903","1.9251066222786903","1.5713498470187188","1.5713498470187188","1.5713498470187188","1.3073018690943718","1.3073018690943718","1.3073018690943718","1.1200400725007058","1.1200400725007058","1.1200400725007058","0.981795153170824","0.981795153170824","0.981795153170824","0.8521765811741352","0.8521765811741352","0.8521765811741352","0.7524106768518686","0.7524106768518686","0.7524106768518686","0.6304812843352556","0.6304812843352556","0.6304812843352556","0.5039724058657885","0.5039724058657885","0.5039724058657885"
"11","1.9140753722190857","1.9140753722190857","1.9140753722190857","1.5460853844881057","1.5460853844881057","1.5460853844881057","1.3041749784350396","1.3041749784350396","1.3041749784350396","1.098424190580845","1.098424190580845","1.098424190580845","0.9551309059560299","0.9551309059560299","0.9551309059560299","0.8285009887814522","0.8285009887814522","0.8285009887814522","0.7242405747622251","0.7242405747622251","0.7242405747622251","0.5958947648853063","0.5958947648853063","0.5958947648853063","0.4583612736314535","0.4583612736314535","0.4583612736314535"
"12","1.9047681361436843","1.9047681361436843","1.9047681361436843","1.528331297338009","1.528331297338009","1.528331297338009","1.275234261751175","1.275234261751175","1.275234261751175","1.077509731799364","1.077509731799364","1.077509731799364","0.9297033476829529","0.9297033476829529","0.9297033476829529","0.8035394351184368","0.8035394351184368","0.8035394351184368","0.6955732880532741","0.6955732880532741","0.6955732880532741","0.554648128002882","0.554648128002882","0.554648128002882","0.4246523650735617","0.4246523650735617","0.4246523650735617"
"13","1.884708034992218","1.884708034992218","1.884708034992218","1.5171211761236192","1.5171211761236192","1.5171211761236192","1.2636244039237499","1.2636244039237499","1.2636244039237499","1.0710387127101422","1.0710387127101422","1.0710387127101422","0.9169565457105636","0.9169565457105636","0.9169565457105636","0.7840687493979931","0.7840687493979931","0.7840687493979931","0.6657954253256321","0.6657954253256321","0.6657954253256321","0.5292203686386346","0.5292203686386346","0.5292203686386346","0.3845070619136095","0.3845070619136095","0.3845070619136095"
"14","1.8779841294884683","1.8779841294884683","1.8779841294884683","1.5057778072357177","1.5057778072357177","1.5057778072357177","1.2488764902949334","1.2488764902949334","1.2488764902949334","1.0544799993932248","1.0544799993932248","1.0544799993932248","0.8969859404861927","0.8969859404861927","0.8969859404861927","0.7641128996014594","0.7641128996014594","0.7641128996014594","0.6483661240339279","0.6483661240339279","0.6483661240339279","0.5001014932245016","0.5001014932245016","0.5001014932245016","0.3584041467681527","0.3584041467681527","0.3584041467681527"
"15","1.8658252620697022","1.8658252620697022","1.8658252620697022","1.492981489598751","1.492981489598751","1.492981489598751","1.2354901577532291","1.2354901577532291","1.2354901577532291","1.0386137191951275","1.0386137191951275","1.0386137191951275","0.8865514349937439","0.8865514349937439","0.8865514349937439","0.7455955398082733","0.7455955398082733","0.7455955398082733","0.6238532522320748","0.6238532522320748","0.6238532522320748","0.4774574035406113","0.4774574035406113","0.4774574035406113","0.3300944828987122","0.3300944828987122","0.3300944828987122"
"16","1.854754553437233","1.854754553437233","1.854754553437233","1.4802962583303452","1.4802962583303452","1.4802962583303452","1.2133823335170746","1.2133823335170746","1.2133823335170746","1.0179266713559627","1.0179266713559627","1.0179266713559627","0.8644539634883404","0.8644539634883404","0.8644539634883404","0.7296836600452662","0.7296836600452662","0.7296836600452662","0.5971458157151938","0.5971458157151938","0.5971458157151938","0.4488226181268692","0.4488226181268692","0.4488226181268692","0.28973244469612836","0.28973244469612836","0.28973244469612836"
"17","1.8476018044352531","1.8476018044352531","1.8476018044352531","1.468457535803318","1.468457535803318","1.468457535803318","1.208769057095051","1.208769057095051","1.208769057095051","1.0126081693172455","1.0126081693172455","1.0126081693172455","0.8527260279655456","0.8527260279655456","0.8527260279655456","0.7071879214048385","0.7071879214048385","0.7071879214048385","0.5763070304691792","0.5763070304691792","0.5763070304691792","0.42878101132810115","0.42878101132810115","0.42878101132810115","0.27781985864043235","0.27781985864043235","0.27781985864043235"
"18","1.840074255466461","1.840074255466461","1.840074255466461","1.45875242292881","1.45875242292881","1.45875242292881","1.1953966906666755","1.1953966906666755","1.1953966906666755","0.996137458384037","0.996137458384037","0.996137458384037","0.8447979539632797","0.8447979539632797","0.8447979539632797","0.6954893974214792","0.6954893974214792","0.6954893974214792","0.5660717712342739","0.5660717712342739","0.5660717712342739","0.4086933357641101","0.4086933357641101","0.4086933357641101","0.25893682550638913","0.25893682550638913","0.25893682550638913"
"19","1.8322780209779739","1.8322780209779739","1.8322780209779739","1.4463251250982285","1.4463251250982285","1.4463251250982285","1.1869845105707646","1.1869845105707646","1.1869845105707646","0.9872793547809124","0.9872793547809124","0.9872793547809124","0.8266514569520951","0.8266514569520951","0.8266514569520951","0.6785881376266479","0.6785881376266479","0.6785881376266479","0.5469790414720773","0.5469790414720773","0.5469790414720773","0.3944642298668623","0.3944642298668623","0.3944642298668623","0.2377611972950399","0.2377611972950399","0.2377611972950399"
"20","1.8246740794181824","1.8246740794181824","1.8246740794181824","1.4320949721336365","1.4320949721336365","1.4320949721336365","1.177725374251604","1.177725374251604","1.177725374251604","0.9796510143578052","0.9796510143578052","0.9796510143578052","0.8172393821179866","0.8172393821179866","0.8172393821179866","0.6633016884326934","0.6633016884326934","0.6633016884326934","0.5272443270683289","0.5272443270683289","0.5272443270683289","0.37529348947107793","0.37529348947107793","0.37529348947107793","0.21805823547765613","0.21805823547765613","0.21805823547765613"
"21","1.8174625995755196","1.8174625995755196","1.8174625995755196","1.4245345765352249","1.4245345765352249","1.4245345765352249","1.1696687431633472","1.1696687431633472","1.1696687431633472","0.9752417866885662","0.9752417866885662","0.9752417866885662","0.8036160145699978","0.8036160145699978","0.8036160145699978","0.6509774494171142","0.6509774494171142","0.6509774494171142","0.5123083992302417","0.5123083992302417","0.5123083992302417","0.36021456453949213","0.36021456453949213","0.36021456453949213","0.20361264411360025","0.20361264411360025","0.20361264411360025"
"22","1.8083820912241935","1.8083820912241935","1.8083820912241935","1.4248372223973274","1.4248372223973274","1.4248372223973274","1.16160719409585","1.16160719409585","1.16160719409585","0.9667996361851692","0.9667996361851692","0.9667996361851692","0.7959453696012497","0.7959453696012497","0.7959453696012497","0.642426343485713","0.642426343485713","0.642426343485713","0.5040232630074024","0.5040232630074024","0.5040232630074024","0.3369319586455822","0.3369319586455822","0.3369319586455822","0.1937893632799387","0.1937893632799387","0.1937893632799387"
"23","1.7972748199105262","1.7972748199105262","1.7972748199105262","1.41504031971097","1.41504031971097","1.41504031971097","1.1596843849122525","1.1596843849122525","1.1596843849122525","0.953937478363514","0.953937478363514","0.953937478363514","0.7812808120250702","0.7812808120250702","0.7812808120250702","0.6272534862160682","0.6272534862160682","0.6272534862160682","0.48486040249466894","0.48486040249466894","0.48486040249466894","0.32030074011534454","0.32030074011534454","0.32030074011534454","0.177412456125021","0.177412456125021","0.177412456125021"
"24","1.7946001014113426","1.7946001014113426","1.7946001014113426","1.408705558180809","1.408705558180809","1.408705558180809","1.1468576543033122","1.1468576543033122","1.1468576543033122","0.9449408949911594","0.9449408949911594","0.9449408949911594","0.771795682311058","0.771795682311058","0.771795682311058","0.6131083445250988","0.6131083445250988","0.6131083445250988","0.4703818714246154","0.4703818714246154","0.4703818714246154","0.30670885991305114","0.30670885991305114","0.30670885991305114","0.16957613747566938","0.16957613747566938","0.16957613747566938"
"25","1.7920374697446824","1.7920374697446824","1.7920374697446824","1.3994404849410058","1.3994404849410058","1.3994404849410058","1.1360830755531788","1.1360830755531788","1.1360830755531788","0.941543343514204","0.941543343514204","0.941543343514204","0.760871494486928","0.760871494486928","0.760871494486928","0.5997789730131626","0.5997789730131626","0.5997789730131626","0.4598776666820049","0.4598776666820049","0.4598776666820049","0.30306357946246865","0.30306357946246865","0.30306357946246865","0.16131816823035477","0.16131816823035477","0.16131816823035477"
"26","1.790332132577896","1.790332132577896","1.790332132577896","1.3891776144504546","1.3891776144504546","1.3891776144504546","1.1208549064397813","1.1208549064397813","1.1208549064397813","0.9317877526581287","0.9317877526581287","0.9317877526581287","0.7522709248960018","0.7522709248960018","0.7522709248960018","0.5928596703708172","0.5928596703708172","0.5928596703708172","0.4542059163749218","0.4542059163749218","0.4542059163749218","0.2873128094896674","0.2873128094896674","0.2873128094896674","0.15293821717612446","0.15293821717612446","0.15293821717612446"
"27","1.7758704963326455","1.7758704963326455","1.7758704963326455","1.3896633011102677","1.3896633011102677","1.3896633011102677","1.1209074822068215","1.1209074822068215","1.1209074822068215","0.9208712214231491","0.9208712214231491","0.9208712214231491","0.7480592854321003","0.7480592854321003","0.7480592854321003","0.5843151903897524","0.5843151903897524","0.5843151903897524","0.4354550179466605","0.4354550179466605","0.4354550179466605","0.2777567099779844","0.2777567099779844","0.2777567099779844","0.1450061657372862","0.1450061657372862","0.1450061657372862"
"28","1.7763619366288186","1.7763619366288186","1.7763619366288186","1.3747214558720589","1.3747214558720589","1.3747214558720589","1.1174456290900707","1.1174456290900707","1.1174456290900707","0.9197193855047225","0.9197193855047225","0.9197193855047225","0.7352193585038185","0.7352193585038185","0.7352193585038185","0.571880162730813","0.571880162730813","0.571880162730813","0.4275765347853303","0.4275765347853303","0.4275765347853303","0.2671736323088407","0.2671736323088407","0.2671736323088407","0.13849207654595375","0.13849207654595375","0.13849207654595375"
"29","1.7774371904134751","1.7774371904134751","1.7774371904134751","1.379060527086258","1.379060527086258","1.379060527086258","1.1105971969664097","1.1105971969664097","1.1105971969664097","0.9120276975631714","0.9120276975631714","0.9120276975631714","0.731226940229535","0.731226940229535","0.731226940229535","0.5661009959131479","0.5661009959131479","0.5661009959131479","0.41434464368969204","0.41434464368969204","0.41434464368969204","0.2615372061356902","0.2615372061356902","0.2615372061356902","0.13208988402970134","0.13208988402970134","0.13208988402970134"
"30","1.7740130630135535","1.7740130630135535","1.7740130630135535","1.3712270042300225","1.3712270042300225","1.3712270042300225","1.1018248589336872","1.1018248589336872","1.1018248589336872","0.9001919816434384","0.9001919816434384","0.9001919816434384","0.724554364606738","0.724554364606738","0.724554364606738","0.5628936772048473","0.5628936772048473","0.5628936772048473","0.4099734830111265","0.4099734830111265","0.4099734830111265","0.2524320065975189","0.2524320065975189","0.2524320065975189","0.1278588960506022","0.1278588960506022","0.1278588960506022"
"31","1.756880521774292","1.756880521774292","1.756880521774292","1.3625152319669724","1.3625152319669724","1.3625152319669724","1.0954002341628075","1.0954002341628075","1.0954002341628075","0.89637462079525","0.89637462079525","0.89637462079525","0.7117028408497572","0.7117028408497572","0.7117028408497572","0.5479070850461721","0.5479070850461721","0.5479070850461721","0.39702583085745574","0.39702583085745574","0.39702583085745574","0.24554812574759124","0.24554812574759124","0.24554812574759124","0.12170860445126891","0.12170860445126891","0.12170860445126891"
"32","1.7532318702340126","1.7532318702340126","1.7532318702340126","1.363269290328026","1.363269290328026","1.363269290328026","1.0962325245141984","1.0962325245141984","1.0962325245141984","0.8983241091668606","0.8983241091668606","0.8983241091668606","0.7077581592649221","0.7077581592649221","0.7077581592649221","0.5427046472579241","0.5427046472579241","0.5427046472579241","0.3975666118785739","0.3975666118785739","0.3975666118785739","0.23858837489038706","0.23858837489038706","0.23858837489038706","0.12200552728027106","0.12200552728027106","0.12200552728027106"
"33","1.7531636136770248","1.7531636136770248","1.7531636136770248","1.35544229388237","1.35544229388237","1.35544229388237","1.0876264974474907","1.0876264974474907","1.0876264974474907","0.8892347949743271","0.8892347949743271","0.8892347949743271","0.6970084772258996","0.6970084772258996","0.6970084772258996","0.5298609372973442","0.5298609372973442","0.5298609372973442","0.3825746658071876","0.3825746658071876","0.3825746658071876","0.23349239790812135","0.23349239790812135","0.23349239790812135","0.11182091752067208","0.11182091752067208","0.11182091752067208"
"34","1.747342872619629","1.747342872619629","1.747342872619629","1.341372895538807","1.341372895538807","1.341372895538807","1.08066300496459","1.08066300496459","1.08066300496459","0.884856970757246","0.884856970757246","0.884856970757246","0.7028658515214921","0.7028658515214921","0.7028658515214921","0.5267158798128366","0.5267158798128366","0.5267158798128366","0.3811503158137202","0.3811503158137202","0.3811503158137202","0.2260207500308752","0.2260207500308752","0.2260207500308752","0.11027887535281479","0.11027887535281479","0.11027887535281479"
"35","1.7429018461704253","1.7429018461704253","1.7429018461704253","1.3409237709641457","1.3409237709641457","1.3409237709641457","1.0794967699050904","1.0794967699050904","1.0794967699050904","0.8745211569964886","0.8745211569964886","0.8745211569964886","0.6913995327800513","0.6913995327800513","0.6913995327800513","0.5251574962586164","0.5251574962586164","0.5251574962586164","0.3728211871162057","0.3728211871162057","0.3728211871162057","0.2154083339124918","0.2154083339124918","0.2154083339124918","0.1023313924157992","0.1023313924157992","0.1023313924157992"
"36","1.7431390556693076","1.7431390556693076","1.7431390556693076","1.3454193061590194","1.3454193061590194","1.3454193061590194","1.0704376196861267","1.0704376196861267","1.0704376196861267","0.8693069426715374","0.8693069426715374","0.8693069426715374","0.684370413646102","0.684370413646102","0.684370413646102","0.5121413372457028","0.5121413372457028","0.5121413372457028","0.36295527264475824","0.36295527264475824","0.36295527264475824","0.21351798435673117","0.21351798435673117","0.21351798435673117","0.10284067564178258","0.10284067564178258","0.10284067564178258"
"37","1.7342267888784408","1.7342267888784408","1.7342267888784408","1.334734587073326","1.334734587073326","1.334734587073326","1.0659376791119575","1.0659376791119575","1.0659376791119575","0.8648423838615418","0.8648423838615418","0.8648423838615418","0.6785218073427677","0.6785218073427677","0.6785218073427677","0.5095376683771611","0.5095376683771611","0.5095376683771611","0.3584020164236426","0.3584020164236426","0.3584020164236426","0.21175044002011417","0.21175044002011417","0.21175044002011417","0.10143610847182571","0.10143610847182571","0.10143610847182571"
"38","1.7326306015253068","1.7326306015253068","1.7326306015253068","1.3229889930784702","1.3229889930784702","1.3229889930784702","1.065621152073145","1.065621152073145","1.065621152073145","0.8644408190250397","0.8644408190250397","0.8644408190250397","0.6738011523336173","0.6738011523336173","0.6738011523336173","0.5042252030968666","0.5042252030968666","0.5042252030968666","0.3480889837816358","0.3480889837816358","0.3480889837816358","0.20406730907037854","0.20406730907037854","0.20406730907037854","0.09653324371669442","0.09653324371669442","0.09653324371669442"
"39","1.7245383724570273","1.7245383724570273","1.7245383724570273","1.3296625773608683","1.3296625773608683","1.3296625773608683","1.0659836895763874","1.0659836895763874","1.0659836895763874","0.8562222273647785","0.8562222273647785","0.8562222273647785","0.6671065234392881","0.6671065234392881","0.6671065234392881","0.496294060498476","0.496294060498476","0.496294060498476","0.3448393728584051","0.3448393728584051","0.3448393728584051","0.1955730749759823","0.1955730749759823","0.1955730749759823","0.09231736970599741","0.09231736970599741","0.09231736970599741"
"40","1.7288839593529701","1.7288839593529701","1.7288839593529701","1.3179545041918754","1.3179545041918754","1.3179545041918754","1.057795396000147","1.057795396000147","1.057795396000147","0.8488727129995823","0.8488727129995823","0.8488727129995823","0.6648646480590105","0.6648646480590105","0.6648646480590105","0.49104182310402394","0.49104182310402394","0.49104182310402394","0.3373929189145565","0.3373929189145565","0.3373929189145565","0.19450028644874692","0.19450028644874692","0.19450028644874692","0.09200629237107932","0.09200629237107932","0.09200629237107932"
"41","1.718843759894371","1.718843759894371","1.718843759894371","1.3207466799020766","1.3207466799020766","1.3207466799020766","1.0554137651622295","1.0554137651622295","1.0554137651622295","0.853003241866827","0.853003241866827","0.853003241866827","0.6619203422218561","0.6619203422218561","0.6619203422218561","0.4838948905467987","0.4838948905467987","0.4838948905467987","0.3305215688422322","0.3305215688422322","0.3305215688422322","0.18957256745547058","0.18957256745547058","0.18957256745547058","0.08803654355928302","0.08803654355928302","0.08803654355928302"
"42","1.7171151301264762","1.7171151301264762","1.7171151301264762","1.318314662873745","1.318314662873745","1.318314662873745","1.0475999122858048","1.0475999122858048","1.0475999122858048","0.852720843553543","0.852720843553543","0.852720843553543","0.6569275277107954","0.6569275277107954","0.6569275277107954","0.4822522258013487","0.4822522258013487","0.4822522258013487","0.3268184950202703","0.3268184950202703","0.3268184950202703","0.18281665513291956","0.18281665513291956","0.18281665513291956","0.08593350623734296","0.08593350623734296","0.08593350623734296"
"43","1.7124230259656905","1.7124230259656905","1.7124230259656905","1.312683126628399","1.312683126628399","1.312683126628399","1.0460151608288288","1.0460151608288288","1.0460151608288288","0.8487875045835972","0.8487875045835972","0.8487875045835972","0.6531169652193785","0.6531169652193785","0.6531169652193785","0.4712043440341949","0.4712043440341949","0.4712043440341949","0.3345071966201067","0.3345071966201067","0.3345071966201067","0.1827721525542438","0.1827721525542438","0.1827721525542438","0.09004155771806836","0.09004155771806836","0.09004155771806836"
"44","1.7196745136380196","1.7196745136380196","1.7196745136380196","1.3105277103185653","1.3105277103185653","1.3105277103185653","1.0532515729963778","1.0532515729963778","1.0532515729963778","0.8385879951715469","0.8385879951715469","0.8385879951715469","0.6459120009094477","0.6459120009094477","0.6459120009094477","0.4806579361110926","0.4806579361110926","0.4806579361110926","0.3165771475806832","0.3165771475806832","0.3165771475806832","0.18168380905874074","0.18168380905874074","0.18168380905874074","0.08071904920972883","0.08071904920972883","0.08071904920972883"
"45","1.7041438060998917","1.7041438060998917","1.7041438060998917","1.3062089294195176","1.3062089294195176","1.3062089294195176","1.0469899539649488","1.0469899539649488","1.0469899539649488","0.8388921931385994","0.8388921931385994","0.8388921931385994","0.6397405664622784","0.6397405664622784","0.6397405664622784","0.4646682019904256","0.4646682019904256","0.4646682019904256","0.3158339389041066","0.3158339389041066","0.3158339389041066","0.17592406562529506","0.17592406562529506","0.17592406562529506","0.08310886182356626","0.08310886182356626","0.08310886182356626"
"46","1.7049872562289239","1.7049872562289239","1.7049872562289239","1.3016165336966514","1.3016165336966514","1.3016165336966514","1.034858536273241","1.034858536273241","1.034858536273241","0.8341511557996273","0.8341511557996273","0.8341511557996273","0.6407847929745912","0.6407847929745912","0.6407847929745912","0.4678221080452204","0.4678221080452204","0.4678221080452204","0.3052984679304063","0.3052984679304063","0.3052984679304063","0.17854155462235213","0.17854155462235213","0.17854155462235213","0.07506763607496396","0.07506763607496396","0.07506763607496396"
"47","1.6959086433053017","1.6959086433053017","1.6959086433053017","1.2996454201638699","1.2996454201638699","1.2996454201638699","1.031938468515873","1.031938468515873","1.031938468515873","0.8308315308392048","0.8308315308392048","0.8308315308392048","0.63219830930233","0.63219830930233","0.63219830930233","0.4594688490405679","0.4594688490405679","0.4594688490405679","0.3047656764090061","0.3047656764090061","0.3047656764090061","0.16422994850203396","0.16422994850203396","0.16422994850203396","0.08025397835066542","0.08025397835066542","0.08025397835066542"
"48","1.6996667149662972","1.6996667149662972","1.6996667149662972","1.2938039083778858","1.2938039083778858","1.2938039083778858","1.0306352913379668","1.0306352913379668","1.0306352913379668","0.8223690104484558","0.8223690104484558","0.8223690104484558","0.6270742482692003","0.6270742482692003","0.6270742482692003","0.4519605506956577","0.4519605506956577","0.4519605506956577","0.29854907689616084","0.29854907689616084","0.29854907689616084","0.1646012805774808","0.1646012805774808","0.1646012805774808","0.0779912030347623","0.0779912030347623","0.0779912030347623"
"49","1.6952148792147637","1.6952148792147637","1.6952148792147637","1.2925392021238804","1.2925392021238804","1.2925392021238804","1.0289705041050912","1.0289705041050912","1.0289705041050912","0.8185373900830746","0.8185373900830746","0.8185373900830746","0.6285098379105329","0.6285098379105329","0.6285098379105329","0.4550106278061867","0.4550106278061867","0.4550106278061867","0.29888827092945575","0.29888827092945575","0.29888827092945575","0.17248289281502366","0.17248289281502366","0.17248289281502366","0.0709345475700684","0.0709345475700684","0.0709345475700684"
