"Step","dr_0.9 - test acc","dr_0.9 - test acc__MIN","dr_0.9 - test acc__MAX","dr_0.8 - test acc","dr_0.8 - test acc__MIN","dr_0.8 - test acc__MAX","dr_0.7 - test acc","dr_0.7 - test acc__MIN","dr_0.7 - test acc__MAX","dr_0.6 - test acc","dr_0.6 - test acc__MIN","dr_0.6 - test acc__MAX","dr_0.5 - test acc","dr_0.5 - test acc__MIN","dr_0.5 - test acc__MAX","dr_0.4 - test acc","dr_0.4 - test acc__MIN","dr_0.4 - test acc__MAX","dr_0.3 - test acc","dr_0.3 - test acc__MIN","dr_0.3 - test acc__MAX","dr_0.2 - test acc","dr_0.2 - test acc__MIN","dr_0.2 - test acc__MAX","dr_0.1 - test acc","dr_0.1 - test acc__MIN","dr_0.1 - test acc__MAX"
"50","0.5229999873042107","0.5229999873042107","0.5229999873042107","0.5534999865293503","0.5534999865293503","0.5534999865293503","0.5570999869704246","0.5570999869704246","0.5570999869704246","0.5628999853134156","0.5628999853134156","0.5628999853134156","0.5631999883055687","0.5631999883055687","0.5631999883055687","0.5538999897241592","0.5538999897241592","0.5538999897241592","0.5560999885201454","0.5560999885201454","0.5560999885201454","0.543999987244606","0.543999987244606","0.543999987244606","0.5401999884843827","0.5401999884843827","0.5401999884843827"
"51","0.5229999873042107","0.5229999873042107","0.5229999873042107","0.5534999865293503","0.5534999865293503","0.5534999865293503","0.5570999869704246","0.5570999869704246","0.5570999869704246","0.5628999853134156","0.5628999853134156","0.5628999853134156","0.5631999883055687","0.5631999883055687","0.5631999883055687","0.5538999897241592","0.5538999897241592","0.5538999897241592","0.5560999885201454","0.5560999885201454","0.5560999885201454","0.543999987244606","0.543999987244606","0.543999987244606","0.5401999884843827","0.5401999884843827","0.5401999884843827"
"52","0.5229999873042107","0.5229999873042107","0.5229999873042107","0.5534999865293503","0.5534999865293503","0.5534999865293503","0.5580999875068664","0.5580999875068664","0.5580999875068664","0.5628999853134156","0.5628999853134156","0.5628999853134156","0.5631999883055687","0.5631999883055687","0.5631999883055687","0.5538999897241592","0.5538999897241592","0.5538999897241592","0.5560999885201454","0.5560999885201454","0.5560999885201454","0.543999987244606","0.543999987244606","0.543999987244606","0.5401999884843827","0.5401999884843827","0.5401999884843827"
"53","0.5235999891161919","0.5235999891161919","0.5235999891161919","0.5528999891877174","0.5528999891877174","0.5528999891877174","0.5625999873876572","0.5625999873876572","0.5625999873876572","0.5628999853134156","0.5628999853134156","0.5628999853134156","0.5631999883055687","0.5631999883055687","0.5631999883055687","0.5538999897241592","0.5538999897241592","0.5538999897241592","0.5560999885201454","0.5560999885201454","0.5560999885201454","0.543999987244606","0.543999987244606","0.543999987244606","0.5401999884843827","0.5401999884843827","0.5401999884843827"
"54","0.5235999891161919","0.5235999891161919","0.5235999891161919","0.5528999891877174","0.5528999891877174","0.5528999891877174","0.5625999873876572","0.5625999873876572","0.5625999873876572","0.5628999853134156","0.5628999853134156","0.5628999853134156","0.5631999883055687","0.5631999883055687","0.5631999883055687","0.5538999897241592","0.5538999897241592","0.5538999897241592","0.5560999885201454","0.5560999885201454","0.5560999885201454","0.543999987244606","0.543999987244606","0.543999987244606","0.5401999884843827","0.5401999884843827","0.5401999884843827"
"55","0.520999983549118","0.520999983549118","0.520999983549118","0.5528999891877174","0.5528999891877174","0.5528999891877174","0.5639999890327454","0.5639999890327454","0.5639999890327454","0.5628999853134156","0.5628999853134156","0.5628999853134156","0.5631999883055687","0.5631999883055687","0.5631999883055687","0.5538999897241592","0.5538999897241592","0.5538999897241592","0.5560999885201454","0.5560999885201454","0.5560999885201454","0.543999987244606","0.543999987244606","0.543999987244606","0.5401999884843827","0.5401999884843827","0.5401999884843827"
"56","0.520999983549118","0.520999983549118","0.520999983549118","0.5528999891877174","0.5528999891877174","0.5528999891877174","0.5639999890327454","0.5639999890327454","0.5639999890327454","0.5628999853134156","0.5628999853134156","0.5628999853134156","0.5631999883055687","0.5631999883055687","0.5631999883055687","0.5538999897241592","0.5538999897241592","0.5538999897241592","0.5560999885201454","0.5560999885201454","0.5560999885201454","0.543999987244606","0.543999987244606","0.543999987244606","0.5401999884843827","0.5401999884843827","0.5401999884843827"
"57","0.520999983549118","0.520999983549118","0.520999983549118","0.5528999891877174","0.5528999891877174","0.5528999891877174","0.5639999890327454","0.5639999890327454","0.5639999890327454","0.5628999853134156","0.5628999853134156","0.5628999853134156","0.5631999883055687","0.5631999883055687","0.5631999883055687","0.5538999897241592","0.5538999897241592","0.5538999897241592","0.5560999885201454","0.5560999885201454","0.5560999885201454","0.543999987244606","0.543999987244606","0.543999987244606","0.5401999884843827","0.5401999884843827","0.5401999884843827"
"58","0.520999983549118","0.520999983549118","0.520999983549118","0.5528999891877174","0.5528999891877174","0.5528999891877174","0.5639999890327454","0.5639999890327454","0.5639999890327454","0.5628999853134156","0.5628999853134156","0.5628999853134156","0.5631999883055687","0.5631999883055687","0.5631999883055687","0.5538999897241592","0.5538999897241592","0.5538999897241592","0.5560999885201454","0.5560999885201454","0.5560999885201454","0.543999987244606","0.543999987244606","0.543999987244606","0.5401999884843827","0.5401999884843827","0.5401999884843827"
"59","0.520999983549118","0.520999983549118","0.520999983549118","0.5528999891877174","0.5528999891877174","0.5528999891877174","0.5639999890327454","0.5639999890327454","0.5639999890327454","0.5628999853134156","0.5628999853134156","0.5628999853134156","0.5631999883055687","0.5631999883055687","0.5631999883055687","0.5538999897241592","0.5538999897241592","0.5538999897241592","0.5560999885201454","0.5560999885201454","0.5560999885201454","0.543999987244606","0.543999987244606","0.543999987244606","0.5401999884843827","0.5401999884843827","0.5401999884843827"
"60","0.529399987757206","0.529399987757206","0.529399987757206","0.5560999855399131","0.5560999855399131","0.5560999855399131","0.5639999890327454","0.5639999890327454","0.5639999890327454","0.5628999853134156","0.5628999853134156","0.5628999853134156","0.5631999883055687","0.5631999883055687","0.5631999883055687","0.5538999897241592","0.5538999897241592","0.5538999897241592","0.5560999885201454","0.5560999885201454","0.5560999885201454","0.543999987244606","0.543999987244606","0.543999987244606","0.5401999884843827","0.5401999884843827","0.5401999884843827"
"61","0.5245999857783318","0.5245999857783318","0.5245999857783318","0.5560999855399131","0.5560999855399131","0.5560999855399131","0.5639999890327454","0.5639999890327454","0.5639999890327454","0.5628999853134156","0.5628999853134156","0.5628999853134156","0.5631999883055687","0.5631999883055687","0.5631999883055687","0.5538999897241592","0.5538999897241592","0.5538999897241592","0.5560999885201454","0.5560999885201454","0.5560999885201454","0.543999987244606","0.543999987244606","0.543999987244606","0.5401999884843827","0.5401999884843827","0.5401999884843827"
"62","0.5245999857783318","0.5245999857783318","0.5245999857783318","0.5560999855399131","0.5560999855399131","0.5560999855399131","0.5639999890327454","0.5639999890327454","0.5639999890327454","0.5628999853134156","0.5628999853134156","0.5628999853134156","0.5631999883055687","0.5631999883055687","0.5631999883055687","0.5538999897241592","0.5538999897241592","0.5538999897241592","0.5560999885201454","0.5560999885201454","0.5560999885201454","0.543999987244606","0.543999987244606","0.543999987244606","0.5401999884843827","0.5401999884843827","0.5401999884843827"
"63","0.5245999857783318","0.5245999857783318","0.5245999857783318","0.5560999855399131","0.5560999855399131","0.5560999855399131","0.5639999890327454","0.5639999890327454","0.5639999890327454","0.5628999853134156","0.5628999853134156","0.5628999853134156","0.5631999883055687","0.5631999883055687","0.5631999883055687","0.5538999897241592","0.5538999897241592","0.5538999897241592","0.5560999885201454","0.5560999885201454","0.5560999885201454","0.543999987244606","0.543999987244606","0.543999987244606","0.5401999884843827","0.5401999884843827","0.5401999884843827"
"64","0.5245999857783318","0.5245999857783318","0.5245999857783318","0.5560999855399131","0.5560999855399131","0.5560999855399131","0.5639999890327454","0.5639999890327454","0.5639999890327454","0.5628999853134156","0.5628999853134156","0.5628999853134156","0.5631999883055687","0.5631999883055687","0.5631999883055687","0.5538999897241592","0.5538999897241592","0.5538999897241592","0.5560999885201454","0.5560999885201454","0.5560999885201454","0.543999987244606","0.543999987244606","0.543999987244606","0.5401999884843827","0.5401999884843827","0.5401999884843827"
"65","0.5245999857783318","0.5245999857783318","0.5245999857783318","0.5560999855399131","0.5560999855399131","0.5560999855399131","0.5609999874234199","0.5609999874234199","0.5609999874234199","0.5628999853134156","0.5628999853134156","0.5628999853134156","0.5631999883055687","0.5631999883055687","0.5631999883055687","0.5538999897241592","0.5538999897241592","0.5538999897241592","0.5560999885201454","0.5560999885201454","0.5560999885201454","0.543999987244606","0.543999987244606","0.543999987244606","0.5401999884843827","0.5401999884843827","0.5401999884843827"
"66","0.5269999858736992","0.5269999858736992","0.5269999858736992","0.5560999855399131","0.5560999855399131","0.5560999855399131","0.5609999874234199","0.5609999874234199","0.5609999874234199","0.5628999853134156","0.5628999853134156","0.5628999853134156","0.5631999883055687","0.5631999883055687","0.5631999883055687","0.5538999897241592","0.5538999897241592","0.5538999897241592","0.5560999885201454","0.5560999885201454","0.5560999885201454","0.543999987244606","0.543999987244606","0.543999987244606","0.5401999884843827","0.5401999884843827","0.5401999884843827"
"67","0.5269999858736992","0.5269999858736992","0.5269999858736992","0.5560999855399131","0.5560999855399131","0.5560999855399131","0.5609999874234199","0.5609999874234199","0.5609999874234199","0.5628999853134156","0.5628999853134156","0.5628999853134156","0.5631999883055687","0.5631999883055687","0.5631999883055687","0.5538999897241592","0.5538999897241592","0.5538999897241592","0.5560999885201454","0.5560999885201454","0.5560999885201454","0.543999987244606","0.543999987244606","0.543999987244606","0.5401999884843827","0.5401999884843827","0.5401999884843827"
"68","0.5303999871015549","0.5303999871015549","0.5303999871015549","0.5596999844908714","0.5596999844908714","0.5596999844908714","0.5609999874234199","0.5609999874234199","0.5609999874234199","0.5628999853134156","0.5628999853134156","0.5628999853134156","0.5631999883055687","0.5631999883055687","0.5631999883055687","0.5538999897241592","0.5538999897241592","0.5538999897241592","0.5560999885201454","0.5560999885201454","0.5560999885201454","0.543999987244606","0.543999987244606","0.543999987244606","0.5401999884843827","0.5401999884843827","0.5401999884843827"
"69","0.5303999871015549","0.5303999871015549","0.5303999871015549","0.5596999844908714","0.5596999844908714","0.5596999844908714","0.5609999874234199","0.5609999874234199","0.5609999874234199","0.5628999853134156","0.5628999853134156","0.5628999853134156","0.5631999883055687","0.5631999883055687","0.5631999883055687","0.5538999897241592","0.5538999897241592","0.5538999897241592","0.5560999885201454","0.5560999885201454","0.5560999885201454","0.543999987244606","0.543999987244606","0.543999987244606","0.5401999884843827","0.5401999884843827","0.5401999884843827"
"70","0.5303999871015549","0.5303999871015549","0.5303999871015549","0.5596999844908714","0.5596999844908714","0.5596999844908714","0.5609999874234199","0.5609999874234199","0.5609999874234199","0.5628999853134156","0.5628999853134156","0.5628999853134156","0.5631999883055687","0.5631999883055687","0.5631999883055687","0.5538999897241592","0.5538999897241592","0.5538999897241592","0.5560999885201454","0.5560999885201454","0.5560999885201454","0.543999987244606","0.543999987244606","0.543999987244606","0.5401999884843827","0.5401999884843827","0.5401999884843827"
"71","0.5293999862670898","0.5293999862670898","0.5293999862670898","0.5596999844908714","0.5596999844908714","0.5596999844908714","0.5691999873518944","0.5691999873518944","0.5691999873518944","0.5628999853134156","0.5628999853134156","0.5628999853134156","0.5631999883055687","0.5631999883055687","0.5631999883055687","0.5538999897241592","0.5538999897241592","0.5538999897241592","0.5560999885201454","0.5560999885201454","0.5560999885201454","0.543999987244606","0.543999987244606","0.543999987244606","0.5401999884843827","0.5401999884843827","0.5401999884843827"
"72","0.5293999862670898","0.5293999862670898","0.5293999862670898","0.5596999844908714","0.5596999844908714","0.5596999844908714","0.5691999873518944","0.5691999873518944","0.5691999873518944","0.5628999853134156","0.5628999853134156","0.5628999853134156","0.5631999883055687","0.5631999883055687","0.5631999883055687","0.5538999897241592","0.5538999897241592","0.5538999897241592","0.5560999885201454","0.5560999885201454","0.5560999885201454","0.543999987244606","0.543999987244606","0.543999987244606","0.5401999884843827","0.5401999884843827","0.5401999884843827"
"73","0.5293999862670898","0.5293999862670898","0.5293999862670898","0.5576999843120575","0.5576999843120575","0.5576999843120575","0.5691999873518944","0.5691999873518944","0.5691999873518944","0.5628999853134156","0.5628999853134156","0.5628999853134156","0.5631999883055687","0.5631999883055687","0.5631999883055687","0.5538999897241592","0.5538999897241592","0.5538999897241592","0.5560999885201454","0.5560999885201454","0.5560999885201454","0.543999987244606","0.543999987244606","0.543999987244606","0.5401999884843827","0.5401999884843827","0.5401999884843827"
"74","0.5293999862670898","0.5293999862670898","0.5293999862670898","0.5576999843120575","0.5576999843120575","0.5576999843120575","0.5691999873518944","0.5691999873518944","0.5691999873518944","0.5628999853134156","0.5628999853134156","0.5628999853134156","0.5631999883055687","0.5631999883055687","0.5631999883055687","0.5538999897241592","0.5538999897241592","0.5538999897241592","0.5560999885201454","0.5560999885201454","0.5560999885201454","0.543999987244606","0.543999987244606","0.543999987244606","0.5401999884843827","0.5401999884843827","0.5401999884843827"
"75","0.5293999862670898","0.5293999862670898","0.5293999862670898","0.5576999843120575","0.5576999843120575","0.5576999843120575","0.5691999873518944","0.5691999873518944","0.5691999873518944","0.5628999853134156","0.5628999853134156","0.5628999853134156","0.5631999883055687","0.5631999883055687","0.5631999883055687","0.5538999897241592","0.5538999897241592","0.5538999897241592","0.5560999885201454","0.5560999885201454","0.5560999885201454","0.543999987244606","0.543999987244606","0.543999987244606","0.5401999884843827","0.5401999884843827","0.5401999884843827"
"76","0.5293999862670898","0.5293999862670898","0.5293999862670898","0.5576999843120575","0.5576999843120575","0.5576999843120575","0.5691999873518944","0.5691999873518944","0.5691999873518944","0.5628999853134156","0.5628999853134156","0.5628999853134156","0.5631999883055687","0.5631999883055687","0.5631999883055687","0.5538999897241592","0.5538999897241592","0.5538999897241592","0.5560999885201454","0.5560999885201454","0.5560999885201454","0.543999987244606","0.543999987244606","0.543999987244606","0.5401999884843827","0.5401999884843827","0.5401999884843827"
"77","0.5293999862670898","0.5293999862670898","0.5293999862670898","0.5576999843120575","0.5576999843120575","0.5576999843120575","0.5691999873518944","0.5691999873518944","0.5691999873518944","0.5628999853134156","0.5628999853134156","0.5628999853134156","0.5631999883055687","0.5631999883055687","0.5631999883055687","0.5538999897241592","0.5538999897241592","0.5538999897241592","0.5560999885201454","0.5560999885201454","0.5560999885201454","0.543999987244606","0.543999987244606","0.543999987244606","0.5401999884843827","0.5401999884843827","0.5401999884843827"
"78","0.5293999862670898","0.5293999862670898","0.5293999862670898","0.5576999843120575","0.5576999843120575","0.5576999843120575","0.5691999873518944","0.5691999873518944","0.5691999873518944","0.5628999853134156","0.5628999853134156","0.5628999853134156","0.5631999883055687","0.5631999883055687","0.5631999883055687","0.5538999897241592","0.5538999897241592","0.5538999897241592","0.5560999885201454","0.5560999885201454","0.5560999885201454","0.543999987244606","0.543999987244606","0.543999987244606","0.5401999884843827","0.5401999884843827","0.5401999884843827"
"79","0.5293999862670898","0.5293999862670898","0.5293999862670898","0.5606999859213829","0.5606999859213829","0.5606999859213829","0.5691999873518944","0.5691999873518944","0.5691999873518944","0.5628999853134156","0.5628999853134156","0.5628999853134156","0.5631999883055687","0.5631999883055687","0.5631999883055687","0.5538999897241592","0.5538999897241592","0.5538999897241592","0.5560999885201454","0.5560999885201454","0.5560999885201454","0.543999987244606","0.543999987244606","0.543999987244606","0.5401999884843827","0.5401999884843827","0.5401999884843827"
"80","0.5293999862670898","0.5293999862670898","0.5293999862670898","0.5606999859213829","0.5606999859213829","0.5606999859213829","0.5691999873518944","0.5691999873518944","0.5691999873518944","0.5628999853134156","0.5628999853134156","0.5628999853134156","0.5631999883055687","0.5631999883055687","0.5631999883055687","0.5538999897241592","0.5538999897241592","0.5538999897241592","0.5560999885201454","0.5560999885201454","0.5560999885201454","0.543999987244606","0.543999987244606","0.543999987244606","0.5401999884843827","0.5401999884843827","0.5401999884843827"
"81","0.5293999862670898","0.5293999862670898","0.5293999862670898","0.5606999859213829","0.5606999859213829","0.5606999859213829","0.5691999873518944","0.5691999873518944","0.5691999873518944","0.5628999853134156","0.5628999853134156","0.5628999853134156","0.5631999883055687","0.5631999883055687","0.5631999883055687","0.5538999897241592","0.5538999897241592","0.5538999897241592","0.5560999885201454","0.5560999885201454","0.5560999885201454","0.543999987244606","0.543999987244606","0.543999987244606","0.5401999884843827","0.5401999884843827","0.5401999884843827"
"82","0.5293999862670898","0.5293999862670898","0.5293999862670898","0.5606999859213829","0.5606999859213829","0.5606999859213829","0.5691999873518944","0.5691999873518944","0.5691999873518944","0.5628999853134156","0.5628999853134156","0.5628999853134156","0.5631999883055687","0.5631999883055687","0.5631999883055687","0.5538999897241592","0.5538999897241592","0.5538999897241592","0.5560999885201454","0.5560999885201454","0.5560999885201454","0.543999987244606","0.543999987244606","0.543999987244606","0.5401999884843827","0.5401999884843827","0.5401999884843827"
"83","0.5337999868392944","0.5337999868392944","0.5337999868392944","0.5606999859213829","0.5606999859213829","0.5606999859213829","0.5691999873518944","0.5691999873518944","0.5691999873518944","0.5628999853134156","0.5628999853134156","0.5628999853134156","0.5631999883055687","0.5631999883055687","0.5631999883055687","0.5538999897241592","0.5538999897241592","0.5538999897241592","0.5560999885201454","0.5560999885201454","0.5560999885201454","0.543999987244606","0.543999987244606","0.543999987244606","0.5401999884843827","0.5401999884843827","0.5401999884843827"
"84","0.5337999868392944","0.5337999868392944","0.5337999868392944","0.5606999859213829","0.5606999859213829","0.5606999859213829","0.5691999873518944","0.5691999873518944","0.5691999873518944","0.5628999853134156","0.5628999853134156","0.5628999853134156","0.5631999883055687","0.5631999883055687","0.5631999883055687","0.5538999897241592","0.5538999897241592","0.5538999897241592","0.5560999885201454","0.5560999885201454","0.5560999885201454","0.543999987244606","0.543999987244606","0.543999987244606","0.5401999884843827","0.5401999884843827","0.5401999884843827"
"85","0.5337999868392944","0.5337999868392944","0.5337999868392944","0.5606999859213829","0.5606999859213829","0.5606999859213829","0.5691999873518944","0.5691999873518944","0.5691999873518944","0.5628999853134156","0.5628999853134156","0.5628999853134156","0.5631999883055687","0.5631999883055687","0.5631999883055687","0.5538999897241592","0.5538999897241592","0.5538999897241592","0.5560999885201454","0.5560999885201454","0.5560999885201454","0.543999987244606","0.543999987244606","0.543999987244606","0.5401999884843827","0.5401999884843827","0.5401999884843827"
"86","0.5337999868392944","0.5337999868392944","0.5337999868392944","0.5606999859213829","0.5606999859213829","0.5606999859213829","0.5691999873518944","0.5691999873518944","0.5691999873518944","0.5628999853134156","0.5628999853134156","0.5628999853134156","0.5631999883055687","0.5631999883055687","0.5631999883055687","0.5538999897241592","0.5538999897241592","0.5538999897241592","0.5560999885201454","0.5560999885201454","0.5560999885201454","0.543999987244606","0.543999987244606","0.543999987244606","0.5401999884843827","0.5401999884843827","0.5401999884843827"
"87","0.5297999879717827","0.5297999879717827","0.5297999879717827","0.5606999859213829","0.5606999859213829","0.5606999859213829","0.5691999873518944","0.5691999873518944","0.5691999873518944","0.5628999853134156","0.5628999853134156","0.5628999853134156","0.5631999883055687","0.5631999883055687","0.5631999883055687","0.5538999897241592","0.5538999897241592","0.5538999897241592","0.5560999885201454","0.5560999885201454","0.5560999885201454","0.543999987244606","0.543999987244606","0.543999987244606","0.5401999884843827","0.5401999884843827","0.5401999884843827"
"88","0.5297999879717827","0.5297999879717827","0.5297999879717827","0.5606999859213829","0.5606999859213829","0.5606999859213829","0.5691999873518944","0.5691999873518944","0.5691999873518944","0.5628999853134156","0.5628999853134156","0.5628999853134156","0.5631999883055687","0.5631999883055687","0.5631999883055687","0.5538999897241592","0.5538999897241592","0.5538999897241592","0.5560999885201454","0.5560999885201454","0.5560999885201454","0.543999987244606","0.543999987244606","0.543999987244606","0.5401999884843827","0.5401999884843827","0.5401999884843827"
"89","0.5354999861121178","0.5354999861121178","0.5354999861121178","0.5606999859213829","0.5606999859213829","0.5606999859213829","0.5691999873518944","0.5691999873518944","0.5691999873518944","0.5628999853134156","0.5628999853134156","0.5628999853134156","0.5631999883055687","0.5631999883055687","0.5631999883055687","0.5538999897241592","0.5538999897241592","0.5538999897241592","0.5560999885201454","0.5560999885201454","0.5560999885201454","0.543999987244606","0.543999987244606","0.543999987244606","0.5401999884843827","0.5401999884843827","0.5401999884843827"
"90","0.5354999861121178","0.5354999861121178","0.5354999861121178","0.5606999859213829","0.5606999859213829","0.5606999859213829","0.5691999873518944","0.5691999873518944","0.5691999873518944","0.5628999853134156","0.5628999853134156","0.5628999853134156","0.5631999883055687","0.5631999883055687","0.5631999883055687","0.5538999897241592","0.5538999897241592","0.5538999897241592","0.5560999885201454","0.5560999885201454","0.5560999885201454","0.543999987244606","0.543999987244606","0.543999987244606","0.5401999884843827","0.5401999884843827","0.5401999884843827"
"91","0.5354999861121178","0.5354999861121178","0.5354999861121178","0.5606999859213829","0.5606999859213829","0.5606999859213829","0.5691999873518944","0.5691999873518944","0.5691999873518944","0.5628999853134156","0.5628999853134156","0.5628999853134156","0.5631999883055687","0.5631999883055687","0.5631999883055687","0.5538999897241592","0.5538999897241592","0.5538999897241592","0.5560999885201454","0.5560999885201454","0.5560999885201454","0.543999987244606","0.543999987244606","0.543999987244606","0.5401999884843827","0.5401999884843827","0.5401999884843827"
"92","0.5354999861121178","0.5354999861121178","0.5354999861121178","0.5606999859213829","0.5606999859213829","0.5606999859213829","0.5691999873518944","0.5691999873518944","0.5691999873518944","0.5628999853134156","0.5628999853134156","0.5628999853134156","0.5631999883055687","0.5631999883055687","0.5631999883055687","0.5538999897241592","0.5538999897241592","0.5538999897241592","0.5560999885201454","0.5560999885201454","0.5560999885201454","0.543999987244606","0.543999987244606","0.543999987244606","0.5401999884843827","0.5401999884843827","0.5401999884843827"
"93","0.5354999861121178","0.5354999861121178","0.5354999861121178","0.5606999859213829","0.5606999859213829","0.5606999859213829","0.5691999873518944","0.5691999873518944","0.5691999873518944","0.5628999853134156","0.5628999853134156","0.5628999853134156","0.5631999883055687","0.5631999883055687","0.5631999883055687","0.5538999897241592","0.5538999897241592","0.5538999897241592","0.5560999885201454","0.5560999885201454","0.5560999885201454","0.543999987244606","0.543999987244606","0.543999987244606","0.5401999884843827","0.5401999884843827","0.5401999884843827"
"94","0.5354999861121178","0.5354999861121178","0.5354999861121178","0.5606999859213829","0.5606999859213829","0.5606999859213829","0.5691999873518944","0.5691999873518944","0.5691999873518944","0.5628999853134156","0.5628999853134156","0.5628999853134156","0.5631999883055687","0.5631999883055687","0.5631999883055687","0.5538999897241592","0.5538999897241592","0.5538999897241592","0.5560999885201454","0.5560999885201454","0.5560999885201454","0.543999987244606","0.543999987244606","0.543999987244606","0.5401999884843827","0.5401999884843827","0.5401999884843827"
"95","0.5354999861121178","0.5354999861121178","0.5354999861121178","0.5658999863266945","0.5658999863266945","0.5658999863266945","0.5691999873518944","0.5691999873518944","0.5691999873518944","0.5628999853134156","0.5628999853134156","0.5628999853134156","0.5631999883055687","0.5631999883055687","0.5631999883055687","0.5538999897241592","0.5538999897241592","0.5538999897241592","0.5560999885201454","0.5560999885201454","0.5560999885201454","0.543999987244606","0.543999987244606","0.543999987244606","0.5401999884843827","0.5401999884843827","0.5401999884843827"
"96","0.5354999861121178","0.5354999861121178","0.5354999861121178","0.5642999842762947","0.5642999842762947","0.5642999842762947","0.5691999873518944","0.5691999873518944","0.5691999873518944","0.5628999853134156","0.5628999853134156","0.5628999853134156","0.5631999883055687","0.5631999883055687","0.5631999883055687","0.5538999897241592","0.5538999897241592","0.5538999897241592","0.5560999885201454","0.5560999885201454","0.5560999885201454","0.543999987244606","0.543999987244606","0.543999987244606","0.5401999884843827","0.5401999884843827","0.5401999884843827"
"97","0.5374999833106995","0.5374999833106995","0.5374999833106995","0.5642999842762947","0.5642999842762947","0.5642999842762947","0.5691999873518944","0.5691999873518944","0.5691999873518944","0.5628999853134156","0.5628999853134156","0.5628999853134156","0.5631999883055687","0.5631999883055687","0.5631999883055687","0.5538999897241592","0.5538999897241592","0.5538999897241592","0.5560999885201454","0.5560999885201454","0.5560999885201454","0.543999987244606","0.543999987244606","0.543999987244606","0.5401999884843827","0.5401999884843827","0.5401999884843827"
"98","0.5374999833106995","0.5374999833106995","0.5374999833106995","0.5642999842762947","0.5642999842762947","0.5642999842762947","0.5691999873518944","0.5691999873518944","0.5691999873518944","0.5628999853134156","0.5628999853134156","0.5628999853134156","0.5631999883055687","0.5631999883055687","0.5631999883055687","0.5538999897241592","0.5538999897241592","0.5538999897241592","0.5560999885201454","0.5560999885201454","0.5560999885201454","0.543999987244606","0.543999987244606","0.543999987244606","0.5401999884843827","0.5401999884843827","0.5401999884843827"
"99","0.5374999833106995","0.5374999833106995","0.5374999833106995","0.5642999842762947","0.5642999842762947","0.5642999842762947","0.5691999873518944","0.5691999873518944","0.5691999873518944","0.5628999853134156","0.5628999853134156","0.5628999853134156","0.5631999883055687","0.5631999883055687","0.5631999883055687","0.5538999897241592","0.5538999897241592","0.5538999897241592","0.5560999885201454","0.5560999885201454","0.5560999885201454","0.543999987244606","0.543999987244606","0.543999987244606","0.5401999884843827","0.5401999884843827","0.5401999884843827"
"100","0.5384999850392341","0.5384999850392341","0.5384999850392341","0.5642999842762947","0.5642999842762947","0.5642999842762947","0.5691999873518944","0.5691999873518944","0.5691999873518944","0.5628999853134156","0.5628999853134156","0.5628999853134156","0.5631999883055687","0.5631999883055687","0.5631999883055687","0.5538999897241592","0.5538999897241592","0.5538999897241592","0.5560999885201454","0.5560999885201454","0.5560999885201454","0.543999987244606","0.543999987244606","0.543999987244606","0.5401999884843827","0.5401999884843827","0.5401999884843827"