"Step","dr_0.9 - test loss","dr_0.9 - test loss__MIN","dr_0.9 - test loss__MAX","dr_0.8 - test loss","dr_0.8 - test loss__MIN","dr_0.8 - test loss__MAX","dr_0.7 - test loss","dr_0.7 - test loss__MIN","dr_0.7 - test loss__MAX","dr_0.6 - test loss","dr_0.6 - test loss__MIN","dr_0.6 - test loss__MAX","dr_0.5 - test loss","dr_0.5 - test loss__MIN","dr_0.5 - test loss__MAX","dr_0.4 - test loss","dr_0.4 - test loss__MIN","dr_0.4 - test loss__MAX","dr_0.3 - test loss","dr_0.3 - test loss__MIN","dr_0.3 - test loss__MAX","dr_0.2 - test loss","dr_0.2 - test loss__MIN","dr_0.2 - test loss__MAX","dr_0.1 - test loss","dr_0.1 - test loss__MIN","dr_0.1 - test loss__MAX"
"50","1.3919150912761689","1.3919150912761689","1.3919150912761689","1.3007270896434784","1.3007270896434784","1.3007270896434784","1.2909664738178253","1.2909664738178253","1.2909664738178253","1.3318509978055955","1.3318509978055955","1.3318509978055955","1.3474743795394897","1.3474743795394897","1.3474743795394897","1.3802513599395752","1.3802513599395752","1.3802513599395752","1.4105315625667572","1.4105315625667572","1.4105315625667572","1.4713385725021362","1.4713385725021362","1.4713385725021362","1.7389033913612366","1.7389033913612366","1.7389033913612366"
"51","1.3919150912761689","1.3919150912761689","1.3919150912761689","1.3007270896434784","1.3007270896434784","1.3007270896434784","1.2909664738178253","1.2909664738178253","1.2909664738178253","1.3318509978055955","1.3318509978055955","1.3318509978055955","1.3474743795394897","1.3474743795394897","1.3474743795394897","1.3802513599395752","1.3802513599395752","1.3802513599395752","1.4105315625667572","1.4105315625667572","1.4105315625667572","1.4713385725021362","1.4713385725021362","1.4713385725021362","1.7389033913612366","1.7389033913612366","1.7389033913612366"
"52","1.3919150912761689","1.3919150912761689","1.3919150912761689","1.3007270896434784","1.3007270896434784","1.3007270896434784","1.3047604990005492","1.3047604990005492","1.3047604990005492","1.3318509978055955","1.3318509978055955","1.3318509978055955","1.3474743795394897","1.3474743795394897","1.3474743795394897","1.3802513599395752","1.3802513599395752","1.3802513599395752","1.4105315625667572","1.4105315625667572","1.4105315625667572","1.4713385725021362","1.4713385725021362","1.4713385725021362","1.7389033913612366","1.7389033913612366","1.7389033913612366"
"53","1.3887307965755462","1.3887307965755462","1.3887307965755462","1.3027037596702575","1.3027037596702575","1.3027037596702575","1.3022610318660737","1.3022610318660737","1.3022610318660737","1.3318509978055955","1.3318509978055955","1.3318509978055955","1.3474743795394897","1.3474743795394897","1.3474743795394897","1.3802513599395752","1.3802513599395752","1.3802513599395752","1.4105315625667572","1.4105315625667572","1.4105315625667572","1.4713385725021362","1.4713385725021362","1.4713385725021362","1.7389033913612366","1.7389033913612366","1.7389033913612366"
"54","1.3887307965755462","1.3887307965755462","1.3887307965755462","1.3027037596702575","1.3027037596702575","1.3027037596702575","1.3022610318660737","1.3022610318660737","1.3022610318660737","1.3318509978055955","1.3318509978055955","1.3318509978055955","1.3474743795394897","1.3474743795394897","1.3474743795394897","1.3802513599395752","1.3802513599395752","1.3802513599395752","1.4105315625667572","1.4105315625667572","1.4105315625667572","1.4713385725021362","1.4713385725021362","1.4713385725021362","1.7389033913612366","1.7389033913612366","1.7389033913612366"
"55","1.3808536636829376","1.3808536636829376","1.3808536636829376","1.3027037596702575","1.3027037596702575","1.3027037596702575","1.298657801747322","1.298657801747322","1.298657801747322","1.3318509978055955","1.3318509978055955","1.3318509978055955","1.3474743795394897","1.3474743795394897","1.3474743795394897","1.3802513599395752","1.3802513599395752","1.3802513599395752","1.4105315625667572","1.4105315625667572","1.4105315625667572","1.4713385725021362","1.4713385725021362","1.4713385725021362","1.7389033913612366","1.7389033913612366","1.7389033913612366"
"56","1.3808536636829376","1.3808536636829376","1.3808536636829376","1.3027037596702575","1.3027037596702575","1.3027037596702575","1.298657801747322","1.298657801747322","1.298657801747322","1.3318509978055955","1.3318509978055955","1.3318509978055955","1.3474743795394897","1.3474743795394897","1.3474743795394897","1.3802513599395752","1.3802513599395752","1.3802513599395752","1.4105315625667572","1.4105315625667572","1.4105315625667572","1.4713385725021362","1.4713385725021362","1.4713385725021362","1.7389033913612366","1.7389033913612366","1.7389033913612366"
"57","1.3808536636829376","1.3808536636829376","1.3808536636829376","1.3027037596702575","1.3027037596702575","1.3027037596702575","1.298657801747322","1.298657801747322","1.298657801747322","1.3318509978055955","1.3318509978055955","1.3318509978055955","1.3474743795394897","1.3474743795394897","1.3474743795394897","1.3802513599395752","1.3802513599395752","1.3802513599395752","1.4105315625667572","1.4105315625667572","1.4105315625667572","1.4713385725021362","1.4713385725021362","1.4713385725021362","1.7389033913612366","1.7389033913612366","1.7389033913612366"
"58","1.3808536636829376","1.3808536636829376","1.3808536636829376","1.3027037596702575","1.3027037596702575","1.3027037596702575","1.298657801747322","1.298657801747322","1.298657801747322","1.3318509978055955","1.3318509978055955","1.3318509978055955","1.3474743795394897","1.3474743795394897","1.3474743795394897","1.3802513599395752","1.3802513599395752","1.3802513599395752","1.4105315625667572","1.4105315625667572","1.4105315625667572","1.4713385725021362","1.4713385725021362","1.4713385725021362","1.7389033913612366","1.7389033913612366","1.7389033913612366"
"59","1.3808536636829376","1.3808536636829376","1.3808536636829376","1.3027037596702575","1.3027037596702575","1.3027037596702575","1.298657801747322","1.298657801747322","1.298657801747322","1.3318509978055955","1.3318509978055955","1.3318509978055955","1.3474743795394897","1.3474743795394897","1.3474743795394897","1.3802513599395752","1.3802513599395752","1.3802513599395752","1.4105315625667572","1.4105315625667572","1.4105315625667572","1.4713385725021362","1.4713385725021362","1.4713385725021362","1.7389033913612366","1.7389033913612366","1.7389033913612366"
"60","1.3749743330478668","1.3749743330478668","1.3749743330478668","1.2930792212486266","1.2930792212486266","1.2930792212486266","1.298657801747322","1.298657801747322","1.298657801747322","1.3318509978055955","1.3318509978055955","1.3318509978055955","1.3474743795394897","1.3474743795394897","1.3474743795394897","1.3802513599395752","1.3802513599395752","1.3802513599395752","1.4105315625667572","1.4105315625667572","1.4105315625667572","1.4713385725021362","1.4713385725021362","1.4713385725021362","1.7389033913612366","1.7389033913612366","1.7389033913612366"
"61","1.3785873436927796","1.3785873436927796","1.3785873436927796","1.2930792212486266","1.2930792212486266","1.2930792212486266","1.298657801747322","1.298657801747322","1.298657801747322","1.3318509978055955","1.3318509978055955","1.3318509978055955","1.3474743795394897","1.3474743795394897","1.3474743795394897","1.3802513599395752","1.3802513599395752","1.3802513599395752","1.4105315625667572","1.4105315625667572","1.4105315625667572","1.4713385725021362","1.4713385725021362","1.4713385725021362","1.7389033913612366","1.7389033913612366","1.7389033913612366"
"62","1.3785873436927796","1.3785873436927796","1.3785873436927796","1.2930792212486266","1.2930792212486266","1.2930792212486266","1.298657801747322","1.298657801747322","1.298657801747322","1.3318509978055955","1.3318509978055955","1.3318509978055955","1.3474743795394897","1.3474743795394897","1.3474743795394897","1.3802513599395752","1.3802513599395752","1.3802513599395752","1.4105315625667572","1.4105315625667572","1.4105315625667572","1.4713385725021362","1.4713385725021362","1.4713385725021362","1.7389033913612366","1.7389033913612366","1.7389033913612366"
"63","1.3785873436927796","1.3785873436927796","1.3785873436927796","1.2930792212486266","1.2930792212486266","1.2930792212486266","1.298657801747322","1.298657801747322","1.298657801747322","1.3318509978055955","1.3318509978055955","1.3318509978055955","1.3474743795394897","1.3474743795394897","1.3474743795394897","1.3802513599395752","1.3802513599395752","1.3802513599395752","1.4105315625667572","1.4105315625667572","1.4105315625667572","1.4713385725021362","1.4713385725021362","1.4713385725021362","1.7389033913612366","1.7389033913612366","1.7389033913612366"
"64","1.3785873436927796","1.3785873436927796","1.3785873436927796","1.2930792212486266","1.2930792212486266","1.2930792212486266","1.298657801747322","1.298657801747322","1.298657801747322","1.3318509978055955","1.3318509978055955","1.3318509978055955","1.3474743795394897","1.3474743795394897","1.3474743795394897","1.3802513599395752","1.3802513599395752","1.3802513599395752","1.4105315625667572","1.4105315625667572","1.4105315625667572","1.4713385725021362","1.4713385725021362","1.4713385725021362","1.7389033913612366","1.7389033913612366","1.7389033913612366"
"65","1.3785873436927796","1.3785873436927796","1.3785873436927796","1.2930792212486266","1.2930792212486266","1.2930792212486266","1.3182363432645798","1.3182363432645798","1.3182363432645798","1.3318509978055955","1.3318509978055955","1.3318509978055955","1.3474743795394897","1.3474743795394897","1.3474743795394897","1.3802513599395752","1.3802513599395752","1.3802513599395752","1.4105315625667572","1.4105315625667572","1.4105315625667572","1.4713385725021362","1.4713385725021362","1.4713385725021362","1.7389033913612366","1.7389033913612366","1.7389033913612366"
"66","1.3734671509265899","1.3734671509265899","1.3734671509265899","1.2930792212486266","1.2930792212486266","1.2930792212486266","1.3182363432645798","1.3182363432645798","1.3182363432645798","1.3318509978055955","1.3318509978055955","1.3318509978055955","1.3474743795394897","1.3474743795394897","1.3474743795394897","1.3802513599395752","1.3802513599395752","1.3802513599395752","1.4105315625667572","1.4105315625667572","1.4105315625667572","1.4713385725021362","1.4713385725021362","1.4713385725021362","1.7389033913612366","1.7389033913612366","1.7389033913612366"
"67","1.3734671509265899","1.3734671509265899","1.3734671509265899","1.2930792212486266","1.2930792212486266","1.2930792212486266","1.3182363432645798","1.3182363432645798","1.3182363432645798","1.3318509978055955","1.3318509978055955","1.3318509978055955","1.3474743795394897","1.3474743795394897","1.3474743795394897","1.3802513599395752","1.3802513599395752","1.3802513599395752","1.4105315625667572","1.4105315625667572","1.4105315625667572","1.4713385725021362","1.4713385725021362","1.4713385725021362","1.7389033913612366","1.7389033913612366","1.7389033913612366"
"68","1.3679273211956025","1.3679273211956025","1.3679273211956025","1.301872932910919","1.301872932910919","1.301872932910919","1.3182363432645798","1.3182363432645798","1.3182363432645798","1.3318509978055955","1.3318509978055955","1.3318509978055955","1.3474743795394897","1.3474743795394897","1.3474743795394897","1.3802513599395752","1.3802513599395752","1.3802513599395752","1.4105315625667572","1.4105315625667572","1.4105315625667572","1.4713385725021362","1.4713385725021362","1.4713385725021362","1.7389033913612366","1.7389033913612366","1.7389033913612366"
"69","1.3679273211956025","1.3679273211956025","1.3679273211956025","1.301872932910919","1.301872932910919","1.301872932910919","1.3182363432645798","1.3182363432645798","1.3182363432645798","1.3318509978055955","1.3318509978055955","1.3318509978055955","1.3474743795394897","1.3474743795394897","1.3474743795394897","1.3802513599395752","1.3802513599395752","1.3802513599395752","1.4105315625667572","1.4105315625667572","1.4105315625667572","1.4713385725021362","1.4713385725021362","1.4713385725021362","1.7389033913612366","1.7389033913612366","1.7389033913612366"
"70","1.3679273211956025","1.3679273211956025","1.3679273211956025","1.301872932910919","1.301872932910919","1.301872932910919","1.3182363432645798","1.3182363432645798","1.3182363432645798","1.3318509978055955","1.3318509978055955","1.3318509978055955","1.3474743795394897","1.3474743795394897","1.3474743795394897","1.3802513599395752","1.3802513599395752","1.3802513599395752","1.4105315625667572","1.4105315625667572","1.4105315625667572","1.4713385725021362","1.4713385725021362","1.4713385725021362","1.7389033913612366","1.7389033913612366","1.7389033913612366"
"71","1.36228658080101","1.36228658080101","1.36228658080101","1.301872932910919","1.301872932910919","1.301872932910919","1.327806819677353","1.327806819677353","1.327806819677353","1.3318509978055955","1.3318509978055955","1.3318509978055955","1.3474743795394897","1.3474743795394897","1.3474743795394897","1.3802513599395752","1.3802513599395752","1.3802513599395752","1.4105315625667572","1.4105315625667572","1.4105315625667572","1.4713385725021362","1.4713385725021362","1.4713385725021362","1.7389033913612366","1.7389033913612366","1.7389033913612366"
"72","1.36228658080101","1.36228658080101","1.36228658080101","1.301872932910919","1.301872932910919","1.301872932910919","1.327806819677353","1.327806819677353","1.327806819677353","1.3318509978055955","1.3318509978055955","1.3318509978055955","1.3474743795394897","1.3474743795394897","1.3474743795394897","1.3802513599395752","1.3802513599395752","1.3802513599395752","1.4105315625667572","1.4105315625667572","1.4105315625667572","1.4713385725021362","1.4713385725021362","1.4713385725021362","1.7389033913612366","1.7389033913612366","1.7389033913612366"
"73","1.36228658080101","1.36228658080101","1.36228658080101","1.2993821954727174","1.2993821954727174","1.2993821954727174","1.327806819677353","1.327806819677353","1.327806819677353","1.3318509978055955","1.3318509978055955","1.3318509978055955","1.3474743795394897","1.3474743795394897","1.3474743795394897","1.3802513599395752","1.3802513599395752","1.3802513599395752","1.4105315625667572","1.4105315625667572","1.4105315625667572","1.4713385725021362","1.4713385725021362","1.4713385725021362","1.7389033913612366","1.7389033913612366","1.7389033913612366"
"74","1.36228658080101","1.36228658080101","1.36228658080101","1.2993821954727174","1.2993821954727174","1.2993821954727174","1.327806819677353","1.327806819677353","1.327806819677353","1.3318509978055955","1.3318509978055955","1.3318509978055955","1.3474743795394897","1.3474743795394897","1.3474743795394897","1.3802513599395752","1.3802513599395752","1.3802513599395752","1.4105315625667572","1.4105315625667572","1.4105315625667572","1.4713385725021362","1.4713385725021362","1.4713385725021362","1.7389033913612366","1.7389033913612366","1.7389033913612366"
"75","1.36228658080101","1.36228658080101","1.36228658080101","1.2993821954727174","1.2993821954727174","1.2993821954727174","1.327806819677353","1.327806819677353","1.327806819677353","1.3318509978055955","1.3318509978055955","1.3318509978055955","1.3474743795394897","1.3474743795394897","1.3474743795394897","1.3802513599395752","1.3802513599395752","1.3802513599395752","1.4105315625667572","1.4105315625667572","1.4105315625667572","1.4713385725021362","1.4713385725021362","1.4713385725021362","1.7389033913612366","1.7389033913612366","1.7389033913612366"
"76","1.36228658080101","1.36228658080101","1.36228658080101","1.2993821954727174","1.2993821954727174","1.2993821954727174","1.327806819677353","1.327806819677353","1.327806819677353","1.3318509978055955","1.3318509978055955","1.3318509978055955","1.3474743795394897","1.3474743795394897","1.3474743795394897","1.3802513599395752","1.3802513599395752","1.3802513599395752","1.4105315625667572","1.4105315625667572","1.4105315625667572","1.4713385725021362","1.4713385725021362","1.4713385725021362","1.7389033913612366","1.7389033913612366","1.7389033913612366"
"77","1.36228658080101","1.36228658080101","1.36228658080101","1.2993821954727174","1.2993821954727174","1.2993821954727174","1.327806819677353","1.327806819677353","1.327806819677353","1.3318509978055955","1.3318509978055955","1.3318509978055955","1.3474743795394897","1.3474743795394897","1.3474743795394897","1.3802513599395752","1.3802513599395752","1.3802513599395752","1.4105315625667572","1.4105315625667572","1.4105315625667572","1.4713385725021362","1.4713385725021362","1.4713385725021362","1.7389033913612366","1.7389033913612366","1.7389033913612366"
"78","1.36228658080101","1.36228658080101","1.36228658080101","1.2993821954727174","1.2993821954727174","1.2993821954727174","1.327806819677353","1.327806819677353","1.327806819677353","1.3318509978055955","1.3318509978055955","1.3318509978055955","1.3474743795394897","1.3474743795394897","1.3474743795394897","1.3802513599395752","1.3802513599395752","1.3802513599395752","1.4105315625667572","1.4105315625667572","1.4105315625667572","1.4713385725021362","1.4713385725021362","1.4713385725021362","1.7389033913612366","1.7389033913612366","1.7389033913612366"
"79","1.36228658080101","1.36228658080101","1.36228658080101","1.2965831232070923","1.2965831232070923","1.2965831232070923","1.327806819677353","1.327806819677353","1.327806819677353","1.3318509978055955","1.3318509978055955","1.3318509978055955","1.3474743795394897","1.3474743795394897","1.3474743795394897","1.3802513599395752","1.3802513599395752","1.3802513599395752","1.4105315625667572","1.4105315625667572","1.4105315625667572","1.4713385725021362","1.4713385725021362","1.4713385725021362","1.7389033913612366","1.7389033913612366","1.7389033913612366"
"80","1.36228658080101","1.36228658080101","1.36228658080101","1.2965831232070923","1.2965831232070923","1.2965831232070923","1.327806819677353","1.327806819677353","1.327806819677353","1.3318509978055955","1.3318509978055955","1.3318509978055955","1.3474743795394897","1.3474743795394897","1.3474743795394897","1.3802513599395752","1.3802513599395752","1.3802513599395752","1.4105315625667572","1.4105315625667572","1.4105315625667572","1.4713385725021362","1.4713385725021362","1.4713385725021362","1.7389033913612366","1.7389033913612366","1.7389033913612366"
"81","1.36228658080101","1.36228658080101","1.36228658080101","1.2965831232070923","1.2965831232070923","1.2965831232070923","1.327806819677353","1.327806819677353","1.327806819677353","1.3318509978055955","1.3318509978055955","1.3318509978055955","1.3474743795394897","1.3474743795394897","1.3474743795394897","1.3802513599395752","1.3802513599395752","1.3802513599395752","1.4105315625667572","1.4105315625667572","1.4105315625667572","1.4713385725021362","1.4713385725021362","1.4713385725021362","1.7389033913612366","1.7389033913612366","1.7389033913612366"
"82","1.36228658080101","1.36228658080101","1.36228658080101","1.2965831232070923","1.2965831232070923","1.2965831232070923","1.327806819677353","1.327806819677353","1.327806819677353","1.3318509978055955","1.3318509978055955","1.3318509978055955","1.3474743795394897","1.3474743795394897","1.3474743795394897","1.3802513599395752","1.3802513599395752","1.3802513599395752","1.4105315625667572","1.4105315625667572","1.4105315625667572","1.4713385725021362","1.4713385725021362","1.4713385725021362","1.7389033913612366","1.7389033913612366","1.7389033913612366"
"83","1.3579041469097137","1.3579041469097137","1.3579041469097137","1.2965831232070923","1.2965831232070923","1.2965831232070923","1.327806819677353","1.327806819677353","1.327806819677353","1.3318509978055955","1.3318509978055955","1.3318509978055955","1.3474743795394897","1.3474743795394897","1.3474743795394897","1.3802513599395752","1.3802513599395752","1.3802513599395752","1.4105315625667572","1.4105315625667572","1.4105315625667572","1.4713385725021362","1.4713385725021362","1.4713385725021362","1.7389033913612366","1.7389033913612366","1.7389033913612366"
"84","1.3579041469097137","1.3579041469097137","1.3579041469097137","1.2965831232070923","1.2965831232070923","1.2965831232070923","1.327806819677353","1.327806819677353","1.327806819677353","1.3318509978055955","1.3318509978055955","1.3318509978055955","1.3474743795394897","1.3474743795394897","1.3474743795394897","1.3802513599395752","1.3802513599395752","1.3802513599395752","1.4105315625667572","1.4105315625667572","1.4105315625667572","1.4713385725021362","1.4713385725021362","1.4713385725021362","1.7389033913612366","1.7389033913612366","1.7389033913612366"
"85","1.3579041469097137","1.3579041469097137","1.3579041469097137","1.2965831232070923","1.2965831232070923","1.2965831232070923","1.327806819677353","1.327806819677353","1.327806819677353","1.3318509978055955","1.3318509978055955","1.3318509978055955","1.3474743795394897","1.3474743795394897","1.3474743795394897","1.3802513599395752","1.3802513599395752","1.3802513599395752","1.4105315625667572","1.4105315625667572","1.4105315625667572","1.4713385725021362","1.4713385725021362","1.4713385725021362","1.7389033913612366","1.7389033913612366","1.7389033913612366"
"86","1.3579041469097137","1.3579041469097137","1.3579041469097137","1.2965831232070923","1.2965831232070923","1.2965831232070923","1.327806819677353","1.327806819677353","1.327806819677353","1.3318509978055955","1.3318509978055955","1.3318509978055955","1.3474743795394897","1.3474743795394897","1.3474743795394897","1.3802513599395752","1.3802513599395752","1.3802513599395752","1.4105315625667572","1.4105315625667572","1.4105315625667572","1.4713385725021362","1.4713385725021362","1.4713385725021362","1.7389033913612366","1.7389033913612366","1.7389033913612366"
"87","1.357924587726593","1.357924587726593","1.357924587726593","1.2965831232070923","1.2965831232070923","1.2965831232070923","1.327806819677353","1.327806819677353","1.327806819677353","1.3318509978055955","1.3318509978055955","1.3318509978055955","1.3474743795394897","1.3474743795394897","1.3474743795394897","1.3802513599395752","1.3802513599395752","1.3802513599395752","1.4105315625667572","1.4105315625667572","1.4105315625667572","1.4713385725021362","1.4713385725021362","1.4713385725021362","1.7389033913612366","1.7389033913612366","1.7389033913612366"
"88","1.357924587726593","1.357924587726593","1.357924587726593","1.2965831232070923","1.2965831232070923","1.2965831232070923","1.327806819677353","1.327806819677353","1.327806819677353","1.3318509978055955","1.3318509978055955","1.3318509978055955","1.3474743795394897","1.3474743795394897","1.3474743795394897","1.3802513599395752","1.3802513599395752","1.3802513599395752","1.4105315625667572","1.4105315625667572","1.4105315625667572","1.4713385725021362","1.4713385725021362","1.4713385725021362","1.7389033913612366","1.7389033913612366","1.7389033913612366"
"89","1.3541248476505279","1.3541248476505279","1.3541248476505279","1.2965831232070923","1.2965831232070923","1.2965831232070923","1.327806819677353","1.327806819677353","1.327806819677353","1.3318509978055955","1.3318509978055955","1.3318509978055955","1.3474743795394897","1.3474743795394897","1.3474743795394897","1.3802513599395752","1.3802513599395752","1.3802513599395752","1.4105315625667572","1.4105315625667572","1.4105315625667572","1.4713385725021362","1.4713385725021362","1.4713385725021362","1.7389033913612366","1.7389033913612366","1.7389033913612366"
"90","1.3541248476505279","1.3541248476505279","1.3541248476505279","1.2965831232070923","1.2965831232070923","1.2965831232070923","1.327806819677353","1.327806819677353","1.327806819677353","1.3318509978055955","1.3318509978055955","1.3318509978055955","1.3474743795394897","1.3474743795394897","1.3474743795394897","1.3802513599395752","1.3802513599395752","1.3802513599395752","1.4105315625667572","1.4105315625667572","1.4105315625667572","1.4713385725021362","1.4713385725021362","1.4713385725021362","1.7389033913612366","1.7389033913612366","1.7389033913612366"
"91","1.3541248476505279","1.3541248476505279","1.3541248476505279","1.2965831232070923","1.2965831232070923","1.2965831232070923","1.327806819677353","1.327806819677353","1.327806819677353","1.3318509978055955","1.3318509978055955","1.3318509978055955","1.3474743795394897","1.3474743795394897","1.3474743795394897","1.3802513599395752","1.3802513599395752","1.3802513599395752","1.4105315625667572","1.4105315625667572","1.4105315625667572","1.4713385725021362","1.4713385725021362","1.4713385725021362","1.7389033913612366","1.7389033913612366","1.7389033913612366"
"92","1.3541248476505279","1.3541248476505279","1.3541248476505279","1.2965831232070923","1.2965831232070923","1.2965831232070923","1.327806819677353","1.327806819677353","1.327806819677353","1.3318509978055955","1.3318509978055955","1.3318509978055955","1.3474743795394897","1.3474743795394897","1.3474743795394897","1.3802513599395752","1.3802513599395752","1.3802513599395752","1.4105315625667572","1.4105315625667572","1.4105315625667572","1.4713385725021362","1.4713385725021362","1.4713385725021362","1.7389033913612366","1.7389033913612366","1.7389033913612366"
"93","1.3541248476505279","1.3541248476505279","1.3541248476505279","1.2965831232070923","1.2965831232070923","1.2965831232070923","1.327806819677353","1.327806819677353","1.327806819677353","1.3318509978055955","1.3318509978055955","1.3318509978055955","1.3474743795394897","1.3474743795394897","1.3474743795394897","1.3802513599395752","1.3802513599395752","1.3802513599395752","1.4105315625667572","1.4105315625667572","1.4105315625667572","1.4713385725021362","1.4713385725021362","1.4713385725021362","1.7389033913612366","1.7389033913612366","1.7389033913612366"
"94","1.3541248476505279","1.3541248476505279","1.3541248476505279","1.2965831232070923","1.2965831232070923","1.2965831232070923","1.327806819677353","1.327806819677353","1.327806819677353","1.3318509978055955","1.3318509978055955","1.3318509978055955","1.3474743795394897","1.3474743795394897","1.3474743795394897","1.3802513599395752","1.3802513599395752","1.3802513599395752","1.4105315625667572","1.4105315625667572","1.4105315625667572","1.4713385725021362","1.4713385725021362","1.4713385725021362","1.7389033913612366","1.7389033913612366","1.7389033913612366"
"95","1.3541248476505279","1.3541248476505279","1.3541248476505279","1.312996860742569","1.312996860742569","1.312996860742569","1.327806819677353","1.327806819677353","1.327806819677353","1.3318509978055955","1.3318509978055955","1.3318509978055955","1.3474743795394897","1.3474743795394897","1.3474743795394897","1.3802513599395752","1.3802513599395752","1.3802513599395752","1.4105315625667572","1.4105315625667572","1.4105315625667572","1.4713385725021362","1.4713385725021362","1.4713385725021362","1.7389033913612366","1.7389033913612366","1.7389033913612366"
"96","1.3541248476505279","1.3541248476505279","1.3541248476505279","1.3156789135932923","1.3156789135932923","1.3156789135932923","1.327806819677353","1.327806819677353","1.327806819677353","1.3318509978055955","1.3318509978055955","1.3318509978055955","1.3474743795394897","1.3474743795394897","1.3474743795394897","1.3802513599395752","1.3802513599395752","1.3802513599395752","1.4105315625667572","1.4105315625667572","1.4105315625667572","1.4713385725021362","1.4713385725021362","1.4713385725021362","1.7389033913612366","1.7389033913612366","1.7389033913612366"
"97","1.3476189291477203","1.3476189291477203","1.3476189291477203","1.3156789135932923","1.3156789135932923","1.3156789135932923","1.327806819677353","1.327806819677353","1.327806819677353","1.3318509978055955","1.3318509978055955","1.3318509978055955","1.3474743795394897","1.3474743795394897","1.3474743795394897","1.3802513599395752","1.3802513599395752","1.3802513599395752","1.4105315625667572","1.4105315625667572","1.4105315625667572","1.4713385725021362","1.4713385725021362","1.4713385725021362","1.7389033913612366","1.7389033913612366","1.7389033913612366"
"98","1.3476189291477203","1.3476189291477203","1.3476189291477203","1.3156789135932923","1.3156789135932923","1.3156789135932923","1.327806819677353","1.327806819677353","1.327806819677353","1.3318509978055955","1.3318509978055955","1.3318509978055955","1.3474743795394897","1.3474743795394897","1.3474743795394897","1.3802513599395752","1.3802513599395752","1.3802513599395752","1.4105315625667572","1.4105315625667572","1.4105315625667572","1.4713385725021362","1.4713385725021362","1.4713385725021362","1.7389033913612366","1.7389033913612366","1.7389033913612366"
"99","1.3476189291477203","1.3476189291477203","1.3476189291477203","1.3156789135932923","1.3156789135932923","1.3156789135932923","1.327806819677353","1.327806819677353","1.327806819677353","1.3318509978055955","1.3318509978055955","1.3318509978055955","1.3474743795394897","1.3474743795394897","1.3474743795394897","1.3802513599395752","1.3802513599395752","1.3802513599395752","1.4105315625667572","1.4105315625667572","1.4105315625667572","1.4713385725021362","1.4713385725021362","1.4713385725021362","1.7389033913612366","1.7389033913612366","1.7389033913612366"
"100","1.3459534299373628","1.3459534299373628","1.3459534299373628","1.3156789135932923","1.3156789135932923","1.3156789135932923","1.327806819677353","1.327806819677353","1.327806819677353","1.3318509978055955","1.3318509978055955","1.3318509978055955","1.3474743795394897","1.3474743795394897","1.3474743795394897","1.3802513599395752","1.3802513599395752","1.3802513599395752","1.4105315625667572","1.4105315625667572","1.4105315625667572","1.4713385725021362","1.4713385725021362","1.4713385725021362","1.7389033913612366","1.7389033913612366","1.7389033913612366"