"Step","dr_0.9 - train loss","dr_0.9 - train loss__MIN","dr_0.9 - train loss__MAX","dr_0.8 - train loss","dr_0.8 - train loss__MIN","dr_0.8 - train loss__MAX","dr_0.7 - train loss","dr_0.7 - train loss__MIN","dr_0.7 - train loss__MAX","dr_0.6 - train loss","dr_0.6 - train loss__MIN","dr_0.6 - train loss__MAX","dr_0.5 - train loss","dr_0.5 - train loss__MIN","dr_0.5 - train loss__MAX","dr_0.4 - train loss","dr_0.4 - train loss__MIN","dr_0.4 - train loss__MAX","dr_0.3 - train loss","dr_0.3 - train loss__MIN","dr_0.3 - train loss__MAX","dr_0.2 - train loss","dr_0.2 - train loss__MIN","dr_0.2 - train loss__MAX","dr_0.1 - train loss","dr_0.1 - train loss__MIN","dr_0.1 - train loss__MAX"
"50","1.510929060280323","1.510929060280323","1.510929060280323","1.2516245092451572","1.2516245092451572","1.2516245092451572","1.0411562950909137","1.0411562950909137","1.0411562950909137","0.85362524792552","0.85362524792552","0.85362524792552","0.6864973717182875","0.6864973717182875","0.6864973717182875","0.5410333428531885","0.5410333428531885","0.5410333428531885","0.41312589634209873","0.41312589634209873","0.41312589634209873","0.30182997779920695","0.30182997779920695","0.30182997779920695","0.21252515247091652","0.21252515247091652","0.21252515247091652"
"51","1.5044903907179832","1.5044903907179832","1.5044903907179832","1.2435908378660678","1.2435908378660678","1.2435908378660678","1.0342470860481263","1.0342470860481263","1.0342470860481263","0.8462122221291065","0.8462122221291065","0.8462122221291065","0.6763238042593003","0.6763238042593003","0.6763238042593003","0.5264398845285178","0.5264398845285178","0.5264398845285178","0.3994832649081945","0.3994832649081945","0.3994832649081945","0.29912509992718694","0.29912509992718694","0.29912509992718694","0.2039606643281877","0.2039606643281877","0.2039606643281877"
"52","1.503864835202694","1.503864835202694","1.503864835202694","1.2422627383470535","1.2422627383470535","1.2422627383470535","1.0268313124775887","1.0268313124775887","1.0268313124775887","0.8374519537389279","0.8374519537389279","0.8374519537389279","0.6664707105606794","0.6664707105606794","0.6664707105606794","0.5194277852028608","0.5194277852028608","0.5194277852028608","0.3926745203509927","0.3926745203509927","0.3926745203509927","0.2940381277538836","0.2940381277538836","0.2940381277538836","0.20820265874266625","0.20820265874266625","0.20820265874266625"
"53","1.4975145080685615","1.4975145080685615","1.4975145080685615","1.2338383263349533","1.2338383263349533","1.2338383263349533","1.0224241079390048","1.0224241079390048","1.0224241079390048","0.8327891647815704","0.8327891647815704","0.8327891647815704","0.6610712845623493","0.6610712845623493","0.6610712845623493","0.5076225484907627","0.5076225484907627","0.5076225484907627","0.3922493400797248","0.3922493400797248","0.3922493400797248","0.2816286877170205","0.2816286877170205","0.2816286877170205","0.19186429673805833","0.19186429673805833","0.19186429673805833"
"54","1.4936556136608123","1.4936556136608123","1.4936556136608123","1.2322042056918143","1.2322042056918143","1.2322042056918143","1.0221070294082164","1.0221070294082164","1.0221070294082164","0.8331429383158684","0.8331429383158684","0.8331429383158684","0.6592546316236257","0.6592546316236257","0.6592546316236257","0.5021557389944792","0.5021557389944792","0.5021557389944792","0.3848357915505767","0.3848357915505767","0.3848357915505767","0.280839622952044","0.280839622952044","0.280839622952044","0.20991124179214238","0.20991124179214238","0.20991124179214238"
"55","1.4878491002321244","1.4878491002321244","1.4878491002321244","1.2351968178153039","1.2351968178153039","1.2351968178153039","1.0224916031956672","1.0224916031956672","1.0224916031956672","0.8159706974029541","0.8159706974029541","0.8159706974029541","0.6425903461128474","0.6425903461128474","0.6425903461128474","0.49732217960059644","0.49732217960059644","0.49732217960059644","0.3820303864404559","0.3820303864404559","0.3820303864404559","0.26876931404694915","0.26876931404694915","0.26876931404694915","0.19039220530539752","0.19039220530539752","0.19039220530539752"
"56","1.4960443529486656","1.4960443529486656","1.4960443529486656","1.2211332814395428","1.2211332814395428","1.2211332814395428","1.0008682522177696","1.0008682522177696","1.0008682522177696","0.8084777823835612","0.8084777823835612","0.8084777823835612","0.6357667516171932","0.6357667516171932","0.6357667516171932","0.4900114871188998","0.4900114871188998","0.4900114871188998","0.3670698780938983","0.3670698780938983","0.3670698780938983","0.2640393705293536","0.2640393705293536","0.2640393705293536","0.1845209826156497","0.1845209826156497","0.1845209826156497"
"57","1.4824713200330735","1.4824713200330735","1.4824713200330735","1.2302295541763306","1.2302295541763306","1.2302295541763306","0.9980029307305813","0.9980029307305813","0.9980029307305813","0.7993207444250584","0.7993207444250584","0.7993207444250584","0.6319040952622891","0.6319040952622891","0.6319040952622891","0.48363639153540133","0.48363639153540133","0.48363639153540133","0.3611005188524723","0.3611005188524723","0.3611005188524723","0.26844233825802805","0.26844233825802805","0.26844233825802805","0.17712903756648302","0.17712903756648302","0.17712903756648302"
"58","1.4913904982805253","1.4913904982805253","1.4913904982805253","1.2190743379294873","1.2190743379294873","1.2190743379294873","0.9946962970495224","0.9946962970495224","0.9946962970495224","0.7876910009980201","0.7876910009980201","0.7876910009980201","0.6189740098267794","0.6189740098267794","0.6189740098267794","0.47615343660116194","0.47615343660116194","0.47615343660116194","0.36537775307893755","0.36537775307893755","0.36537775307893755","0.2584847150929272","0.2584847150929272","0.2584847150929272","0.20353183245286346","0.20353183245286346","0.20353183245286346"
"59","1.4849324735999108","1.4849324735999108","1.4849324735999108","1.2093003275990486","1.2093003275990486","1.2093003275990486","0.9939279346168042","0.9939279346168042","0.9939279346168042","0.7844294016808271","0.7844294016808271","0.7844294016808271","0.610843397974968","0.610843397974968","0.610843397974968","0.46792409144341945","0.46792409144341945","0.46792409144341945","0.3486619448661804","0.3486619448661804","0.3486619448661804","0.25515605084598064","0.25515605084598064","0.25515605084598064","0.16648388301022352","0.16648388301022352","0.16648388301022352"
"60","1.478276688158512","1.478276688158512","1.478276688158512","1.2074766159057617","1.2074766159057617","1.2074766159057617","0.9726846379041671","0.9726846379041671","0.9726846379041671","0.7820454588532448","0.7820454588532448","0.7820454588532448","0.6019486425817013","0.6019486425817013","0.6019486425817013","0.4693657824397087","0.4693657824397087","0.4693657824397087","0.3409746754914522","0.3409746754914522","0.3409746754914522","0.24631378961727024","0.24631378961727024","0.24631378961727024","0.1718653118610382","0.1718653118610382","0.1718653118610382"
"61","1.4751130899786948","1.4751130899786948","1.4751130899786948","1.1975849531590939","1.1975849531590939","1.1975849531590939","0.9674552872776985","0.9674552872776985","0.9674552872776985","0.7771895995736122","0.7771895995736122","0.7771895995736122","0.598702053129673","0.598702053129673","0.598702053129673","0.45601998031139374","0.45601998031139374","0.45601998031139374","0.3408191879838705","0.3408191879838705","0.3408191879838705","0.25643714785575866","0.25643714785575866","0.25643714785575866","0.1786337082274258","0.1786337082274258","0.1786337082274258"
"62","1.4771798172593116","1.4771798172593116","1.4771798172593116","1.2022619931399823","1.2022619931399823","1.2022619931399823","0.9718953210115433","0.9718953210115433","0.9718953210115433","0.7705072385072708","0.7705072385072708","0.7705072385072708","0.5988971205800772","0.5988971205800772","0.5988971205800772","0.45094006791710856","0.45094006791710856","0.45094006791710856","0.3389231466129422","0.3389231466129422","0.3389231466129422","0.2457310794852674","0.2457310794852674","0.2457310794852674","0.16527182606980204","0.16527182606980204","0.16527182606980204"
"63","1.4768793767690658","1.4768793767690658","1.4768793767690658","1.1942066945135594","1.1942066945135594","1.1942066945135594","0.9575606845319271","0.9575606845319271","0.9575606845319271","0.7494017275422812","0.7494017275422812","0.7494017275422812","0.5856292843073606","0.5856292843073606","0.5856292843073606","0.4396691624075174","0.4396691624075174","0.4396691624075174","0.3253306099399924","0.3253306099399924","0.3253306099399924","0.2439788548834622","0.2439788548834622","0.2439788548834622","0.16209140685386955","0.16209140685386955","0.16209140685386955"
"64","1.4781996604800225","1.4781996604800225","1.4781996604800225","1.1934458310902119","1.1934458310902119","1.1934458310902119","0.9540064160525799","0.9540064160525799","0.9540064160525799","0.756025528460741","0.756025528460741","0.756025528460741","0.5773974339663982","0.5773974339663982","0.5773974339663982","0.43816298570483925","0.43816298570483925","0.43816298570483925","0.3290673821792007","0.3290673821792007","0.3290673821792007","0.2403738306462765","0.2403738306462765","0.2403738306462765","0.16349083735607564","0.16349083735607564","0.16349083735607564"
"65","1.4686953315138818","1.4686953315138818","1.4686953315138818","1.189413601309061","1.189413601309061","1.189413601309061","0.9547105337679386","0.9547105337679386","0.9547105337679386","0.7483081705123186","0.7483081705123186","0.7483081705123186","0.5778313402831554","0.5778313402831554","0.5778313402831554","0.4349353850632906","0.4349353850632906","0.4349353850632906","0.31826874036341907","0.31826874036341907","0.31826874036341907","0.23668955782428383","0.23668955782428383","0.23668955782428383","0.14950139766559004","0.14950139766559004","0.14950139766559004"
"66","1.469126486480236","1.469126486480236","1.469126486480236","1.1809670954942704","1.1809670954942704","1.1809670954942704","0.9380816084146499","0.9380816084146499","0.9380816084146499","0.7397755480557681","0.7397755480557681","0.7397755480557681","0.5656998240947724","0.5656998240947724","0.5656998240947724","0.4268867634609342","0.4268867634609342","0.4268867634609342","0.31609959311783314","0.31609959311783314","0.31609959311783314","0.21776667000725866","0.21776667000725866","0.21776667000725866","0.1692842156998813","0.1692842156998813","0.1692842156998813"
"67","1.4677148148417474","1.4677148148417474","1.4677148148417474","1.1746667152643204","1.1746667152643204","1.1746667152643204","0.9333822441101074","0.9333822441101074","0.9333822441101074","0.7360712766647339","0.7360712766647339","0.7360712766647339","0.5574624133855104","0.5574624133855104","0.5574624133855104","0.419752815105021","0.419752815105021","0.419752815105021","0.3134318486228585","0.3134318486228585","0.3134318486228585","0.2261886648274958","0.2261886648274958","0.2261886648274958","0.15719738073647022","0.15719738073647022","0.15719738073647022"
"68","1.4719846549630164","1.4719846549630164","1.4719846549630164","1.1753979501128198","1.1753979501128198","1.1753979501128198","0.9326287476718426","0.9326287476718426","0.9326287476718426","0.7283207499235869","0.7283207499235869","0.7283207499235869","0.5534331135451793","0.5534331135451793","0.5534331135451793","0.40835773576051","0.40835773576051","0.40835773576051","0.313471610583365","0.313471610583365","0.313471610583365","0.22520128201693296","0.22520128201693296","0.22520128201693296","0.15626259244978427","0.15626259244978427","0.15626259244978427"
"69","1.4636251032352448","1.4636251032352448","1.4636251032352448","1.167150244563818","1.167150244563818","1.167150244563818","0.9366045877337456","0.9366045877337456","0.9366045877337456","0.7258496765792369","0.7258496765792369","0.7258496765792369","0.5503963457792997","0.5503963457792997","0.5503963457792997","0.413330118060112","0.413330118060112","0.413330118060112","0.3024910447001457","0.3024910447001457","0.3024910447001457","0.22260096095502377","0.22260096095502377","0.22260096095502377","0.1555042037833482","0.1555042037833482","0.1555042037833482"
"70","1.4590637770295143","1.4590637770295143","1.4590637770295143","1.1585575875639915","1.1585575875639915","1.1585575875639915","0.9259450502693654","0.9259450502693654","0.9259450502693654","0.7187143915891647","0.7187143915891647","0.7187143915891647","0.540367964208126","0.540367964208126","0.540367964208126","0.41202706791460514","0.41202706791460514","0.41202706791460514","0.29707056827843187","0.29707056827843187","0.29707056827843187","0.21450039952993394","0.21450039952993394","0.21450039952993394","0.1486774753034115","0.1486774753034115","0.1486774753034115"
"71","1.4599539983272551","1.4599539983272551","1.4599539983272551","1.1623100367188455","1.1623100367188455","1.1623100367188455","0.9146197180449963","0.9146197180449963","0.9146197180449963","0.7089603713899851","0.7089603713899851","0.7089603713899851","0.5396520886570215","0.5396520886570215","0.5396520886570215","0.39903097424656153","0.39903097424656153","0.39903097424656153","0.2882865944877267","0.2882865944877267","0.2882865944877267","0.2176982707157731","0.2176982707157731","0.2176982707157731","0.14611072901636363","0.14611072901636363","0.14611072901636363"
"72","1.4581121754646302","1.4581121754646302","1.4581121754646302","1.162691787481308","1.162691787481308","1.162691787481308","0.9123135884106159","0.9123135884106159","0.9123135884106159","0.701835953220725","0.701835953220725","0.701835953220725","0.5312379178404808","0.5312379178404808","0.5312379178404808","0.4028561493009329","0.4028561493009329","0.4028561493009329","0.28942056324332954","0.28942056324332954","0.28942056324332954","0.1990814200323075","0.1990814200323075","0.1990814200323075","0.14821515450254083","0.14821515450254083","0.14821515450254083"
"73","1.4608364328742027","1.4608364328742027","1.4608364328742027","1.15765149846673","1.15765149846673","1.15765149846673","0.9001961074769497","0.9001961074769497","0.9001961074769497","0.6972530170530081","0.6972530170530081","0.6972530170530081","0.5250347977876664","0.5250347977876664","0.5250347977876664","0.3955978796631098","0.3955978796631098","0.3955978796631098","0.29618259131908414","0.29618259131908414","0.29618259131908414","0.2073987467214465","0.2073987467214465","0.2073987467214465","0.13998447420075535","0.13998447420075535","0.13998447420075535"
"74","1.4604215240478515","1.4604215240478515","1.4604215240478515","1.1518735748529434","1.1518735748529434","1.1518735748529434","0.908500863313675","0.908500863313675","0.908500863313675","0.6943060741573572","0.6943060741573572","0.6943060741573572","0.5291140470653772","0.5291140470653772","0.5291140470653772","0.37735385075211525","0.37735385075211525","0.37735385075211525","0.28585881559178233","0.28585881559178233","0.28585881559178233","0.2088073091208935","0.2088073091208935","0.2088073091208935","0.13231184653937816","0.13231184653937816","0.13231184653937816"
"75","1.4525930684804917","1.4525930684804917","1.4525930684804917","1.1559628877043724","1.1559628877043724","1.1559628877043724","0.8974992987513543","0.8974992987513543","0.8974992987513543","0.6865096499025821","0.6865096499025821","0.6865096499025821","0.5159185917675495","0.5159185917675495","0.5159185917675495","0.3831296470016241","0.3831296470016241","0.3831296470016241","0.28398973686620593","0.28398973686620593","0.28398973686620593","0.20129901379346848","0.20129901379346848","0.20129901379346848","0.13848152463324367","0.13848152463324367","0.13848152463324367"
"76","1.4469998195767402","1.4469998195767402","1.4469998195767402","1.145354333370924","1.145354333370924","1.145354333370924","0.8919377709925175","0.8919377709925175","0.8919377709925175","0.6804132190346718","0.6804132190346718","0.6804132190346718","0.5111556093394757","0.5111556093394757","0.5111556093394757","0.37968023248016836","0.37968023248016836","0.37968023248016836","0.2711193463020027","0.2711193463020027","0.2711193463020027","0.1972756348364055","0.1972756348364055","0.1972756348364055","0.13873928591609","0.13873928591609","0.13873928591609"
"77","1.4482363536953926","1.4482363536953926","1.4482363536953926","1.1453236930072308","1.1453236930072308","1.1453236930072308","0.8920996843278408","0.8920996843278408","0.8920996843278408","0.6802949713170529","0.6802949713170529","0.6802949713170529","0.5081883255392313","0.5081883255392313","0.5081883255392313","0.37528185289353133","0.37528185289353133","0.37528185289353133","0.28081422969698905","0.28081422969698905","0.28081422969698905","0.19416261736303567","0.19416261736303567","0.19416261736303567","0.13666046131402254","0.13666046131402254","0.13666046131402254"
"78","1.4463089376688003","1.4463089376688003","1.4463089376688003","1.1449196669459343","1.1449196669459343","1.1449196669459343","0.8842834787070751","0.8842834787070751","0.8842834787070751","0.6696401888132095","0.6696401888132095","0.6696401888132095","0.5060653132200241","0.5060653132200241","0.5060653132200241","0.3772655700519681","0.3772655700519681","0.3772655700519681","0.271590290106833","0.271590290106833","0.271590290106833","0.1989650451205671","0.1989650451205671","0.1989650451205671","0.12447933448478579","0.12447933448478579","0.12447933448478579"
"79","1.4461362713575363","1.4461362713575363","1.4461362713575363","1.1388199408352375","1.1388199408352375","1.1388199408352375","0.8768014018237591","0.8768014018237591","0.8768014018237591","0.6634887007623911","0.6634887007623911","0.6634887007623911","0.5058920516818762","0.5058920516818762","0.5058920516818762","0.36458671823143957","0.36458671823143957","0.36458671823143957","0.26859166864305734","0.26859166864305734","0.26859166864305734","0.20182871498167515","0.20182871498167515","0.20182871498167515","0.13950439050793648","0.13950439050793648","0.13950439050793648"
"80","1.445159476995468","1.445159476995468","1.445159476995468","1.126028957515955","1.126028957515955","1.126028957515955","0.8727825574576855","0.8727825574576855","0.8727825574576855","0.6646407806128264","0.6646407806128264","0.6646407806128264","0.48636014223098756","0.48636014223098756","0.48636014223098756","0.35970979172736406","0.35970979172736406","0.35970979172736406","0.2646153950877488","0.2646153950877488","0.2646153950877488","0.19384181562811137","0.19384181562811137","0.19384181562811137","0.12327188818249851","0.12327188818249851","0.12327188818249851"
"81","1.44044087767601","1.44044087767601","1.44044087767601","1.1291664431989192","1.1291664431989192","1.1291664431989192","0.8735086157917976","0.8735086157917976","0.8735086157917976","0.6582150234282017","0.6582150234282017","0.6582150234282017","0.48945739954710005","0.48945739954710005","0.48945739954710005","0.3666848981380463","0.3666848981380463","0.3666848981380463","0.2651483465358615","0.2651483465358615","0.2651483465358615","0.18456408629193902","0.18456408629193902","0.18456408629193902","0.12003525168634951","0.12003525168634951","0.12003525168634951"
"82","1.4375064957141876","1.4375064957141876","1.4375064957141876","1.1244729091227055","1.1244729091227055","1.1244729091227055","0.8702089777588844","0.8702089777588844","0.8702089777588844","0.6531814049929381","0.6531814049929381","0.6531814049929381","0.4875867534428835","0.4875867534428835","0.4875867534428835","0.3556741239503026","0.3556741239503026","0.3556741239503026","0.2646205746009946","0.2646205746009946","0.2646205746009946","0.18300778238102794","0.18300778238102794","0.18300778238102794","0.14075665858574213","0.14075665858574213","0.14075665858574213"
"83","1.439643181860447","1.439643181860447","1.439643181860447","1.1231812779605388","1.1231812779605388","1.1231812779605388","0.859750408232212","0.859750408232212","0.859750408232212","0.6487839439511299","0.6487839439511299","0.6487839439511299","0.48736710026860236","0.48736710026860236","0.48736710026860236","0.3535367925837636","0.3535367925837636","0.3535367925837636","0.26243982842192054","0.26243982842192054","0.26243982842192054","0.17415654595941304","0.17415654595941304","0.17415654595941304","0.13146288596093655","0.13146288596093655","0.13146288596093655"
"84","1.4329414343833924","1.4329414343833924","1.4329414343833924","1.1188803750276566","1.1188803750276566","1.1188803750276566","0.8555484426021576","0.8555484426021576","0.8555484426021576","0.6402187849581241","0.6402187849581241","0.6402187849581241","0.4676691206917167","0.4676691206917167","0.4676691206917167","0.35135250266641377","0.35135250266641377","0.35135250266641377","0.25302174393087623","0.25302174393087623","0.25302174393087623","0.18553492565639318","0.18553492565639318","0.18553492565639318","0.1176213018456474","0.1176213018456474","0.1176213018456474"
"85","1.4318241381645203","1.4318241381645203","1.4318241381645203","1.123658523261547","1.123658523261547","1.123658523261547","0.8532186941802502","0.8532186941802502","0.8532186941802502","0.6385522505640984","0.6385522505640984","0.6385522505640984","0.47276070892810823","0.47276070892810823","0.47276070892810823","0.34560864850878714","0.34560864850878714","0.34560864850878714","0.2679680958762765","0.2679680958762765","0.2679680958762765","0.18780736193060876","0.18780736193060876","0.18780736193060876","0.11671197937335819","0.11671197937335819","0.11671197937335819"
"86","1.436131486594677","1.436131486594677","1.436131486594677","1.1052111752331257","1.1052111752331257","1.1052111752331257","0.8475003813207149","0.8475003813207149","0.8475003813207149","0.6408502003550529","0.6408502003550529","0.6408502003550529","0.4673981112241745","0.4673981112241745","0.4673981112241745","0.3438725965470076","0.3438725965470076","0.3438725965470076","0.25116746095940473","0.25116746095940473","0.25116746095940473","0.17858760410919786","0.17858760410919786","0.17858760410919786","0.13474391957279294","0.13474391957279294","0.13474391957279294"
"87","1.42582710981369","1.42582710981369","1.42582710981369","1.114916958063841","1.114916958063841","1.114916958063841","0.8407371708750725","0.8407371708750725","0.8407371708750725","0.6376186625659466","0.6376186625659466","0.6376186625659466","0.4636159901320934","0.4636159901320934","0.4636159901320934","0.34615460738539694","0.34615460738539694","0.34615460738539694","0.2495375012792647","0.2495375012792647","0.2495375012792647","0.16909631843678652","0.16909631843678652","0.16909631843678652","0.11424584795255215","0.11424584795255215","0.11424584795255215"
"88","1.4301224154233934","1.4301224154233934","1.4301224154233934","1.1035634000599384","1.1035634000599384","1.1035634000599384","0.8429138171672821","0.8429138171672821","0.8429138171672821","0.6232126957178116","0.6232126957178116","0.6232126957178116","0.4629463193565607","0.4629463193565607","0.4629463193565607","0.33291057497262955","0.33291057497262955","0.33291057497262955","0.23639321472495795","0.23639321472495795","0.23639321472495795","0.1736095033213496","0.1736095033213496","0.1736095033213496","0.12243366571608931","0.12243366571608931","0.12243366571608931"
"89","1.4296071347594261","1.4296071347594261","1.4296071347594261","1.1078306785225869","1.1078306785225869","1.1078306785225869","0.8327386055886745","0.8327386055886745","0.8327386055886745","0.6161732728779316","0.6161732728779316","0.6161732728779316","0.45570657908916473","0.45570657908916473","0.45570657908916473","0.3278350882604718","0.3278350882604718","0.3278350882604718","0.23909073362126945","0.23909073362126945","0.23909073362126945","0.1699442773591727","0.1699442773591727","0.1699442773591727","0.1339070794545114","0.1339070794545114","0.1339070794545114"
"90","1.416362778842449","1.416362778842449","1.416362778842449","1.0942668366432189","1.0942668366432189","1.0942668366432189","0.8341245886683464","0.8341245886683464","0.8341245886683464","0.6206858521699905","0.6206858521699905","0.6206858521699905","0.45867737963795663","0.45867737963795663","0.45867737963795663","0.3297866924479604","0.3297866924479604","0.3297866924479604","0.24809407372027636","0.24809407372027636","0.24809407372027636","0.16748755550011993","0.16748755550011993","0.16748755550011993","0.11790703023318201","0.11790703023318201","0.11790703023318201"
"91","1.4208615842461585","1.4208615842461585","1.4208615842461585","1.093188454657793","1.093188454657793","1.093188454657793","0.8232929192483425","0.8232929192483425","0.8232929192483425","0.6098325761407614","0.6098325761407614","0.6098325761407614","0.4503460628911853","0.4503460628911853","0.4503460628911853","0.3352655089646578","0.3352655089646578","0.3352655089646578","0.239943425077945","0.239943425077945","0.239943425077945","0.17865608034655453","0.17865608034655453","0.17865608034655453","0.11623791232239455","0.11623791232239455","0.11623791232239455"
"92","1.419203004837036","1.419203004837036","1.419203004837036","1.0919615797698499","1.0919615797698499","1.0919615797698499","0.8264173536002636","0.8264173536002636","0.8264173536002636","0.612645672634244","0.612645672634244","0.612645672634244","0.4432633378356695","0.4432633378356695","0.4432633378356695","0.3362558552250266","0.3362558552250266","0.3362558552250266","0.2365473257191479","0.2365473257191479","0.2365473257191479","0.16439092211425305","0.16439092211425305","0.16439092211425305","0.10524466886185109","0.10524466886185109","0.10524466886185109"
"93","1.4239565736055375","1.4239565736055375","1.4239565736055375","1.0896148569881916","1.0896148569881916","1.0896148569881916","0.8225504516065121","0.8225504516065121","0.8225504516065121","0.6068721746653318","0.6068721746653318","0.6068721746653318","0.4409778044000268","0.4409778044000268","0.4409778044000268","0.3151149284094572","0.3151149284094572","0.3151149284094572","0.23468654718250037","0.23468654718250037","0.23468654718250037","0.17478057191707194","0.17478057191707194","0.17478057191707194","0.11439350680913776","0.11439350680913776","0.11439350680913776"
"94","1.4202436873316764","1.4202436873316764","1.4202436873316764","1.088434256017208","1.088434256017208","1.088434256017208","0.8170231771469116","0.8170231771469116","0.8170231771469116","0.6020795230567455","0.6020795230567455","0.6020795230567455","0.4374233736842871","0.4374233736842871","0.4374233736842871","0.32445900671184064","0.32445900671184064","0.32445900671184064","0.23274065306410194","0.23274065306410194","0.23274065306410194","0.16480093667283655","0.16480093667283655","0.16480093667283655","0.12465379178058356","0.12465379178058356","0.12465379178058356"
"95","1.4189649456739426","1.4189649456739426","1.4189649456739426","1.0854760852456093","1.0854760852456093","1.0854760852456093","0.8069871021807193","0.8069871021807193","0.8069871021807193","0.5943823773413897","0.5943823773413897","0.5943823773413897","0.42825497906655074","0.42825497906655074","0.42825497906655074","0.31077722009271386","0.31077722009271386","0.31077722009271386","0.2242439891397953","0.2242439891397953","0.2242439891397953","0.15973778268322347","0.15973778268322347","0.15973778268322347","0.1022445465484634","0.1022445465484634","0.1022445465484634"
"96","1.4087435439229012","1.4087435439229012","1.4087435439229012","1.0778842990100383","1.0778842990100383","1.0778842990100383","0.8039630037546158","0.8039630037546158","0.8039630037546158","0.5983340812474489","0.5983340812474489","0.5983340812474489","0.43515781488269567","0.43515781488269567","0.43515781488269567","0.3131347916647792","0.3131347916647792","0.3131347916647792","0.22731730967760086","0.22731730967760086","0.22731730967760086","0.15475591984111817","0.15475591984111817","0.15475591984111817","0.10090447907336056","0.10090447907336056","0.10090447907336056"
"97","1.4105498245358468","1.4105498245358468","1.4105498245358468","1.0801160956919194","1.0801160956919194","1.0801160956919194","0.8020660983026028","0.8020660983026028","0.8020660983026028","0.6022636705636978","0.6022636705636978","0.6022636705636978","0.4267598517984152","0.4267598517984152","0.4267598517984152","0.3154949760437012","0.3154949760437012","0.3154949760437012","0.22935631785541774","0.22935631785541774","0.22935631785541774","0.16066754698753358","0.16066754698753358","0.16066754698753358","0.12021949117537588","0.12021949117537588","0.12021949117537588"
"98","1.410056659579277","1.410056659579277","1.410056659579277","1.078421477973461","1.078421477973461","1.078421477973461","0.7996043342351914","0.7996043342351914","0.7996043342351914","0.5882467839121819","0.5882467839121819","0.5882467839121819","0.4257671767100692","0.4257671767100692","0.4257671767100692","0.30048911593854427","0.30048911593854427","0.30048911593854427","0.21912995386868717","0.21912995386868717","0.21912995386868717","0.17174395977519452","0.17174395977519452","0.17174395977519452","0.11356070540845394","0.11356070540845394","0.11356070540845394"
"99","1.419014829993248","1.419014829993248","1.419014829993248","1.0674800001084805","1.0674800001084805","1.0674800001084805","0.7995028853416443","0.7995028853416443","0.7995028853416443","0.5787583400309085","0.5787583400309085","0.5787583400309085","0.42447978850454093","0.42447978850454093","0.42447978850454093","0.30534277234226465","0.30534277234226465","0.30534277234226465","0.22144776167348026","0.22144776167348026","0.22144776167348026","0.14527262108400463","0.14527262108400463","0.14527262108400463","0.09768563395831734","0.09768563395831734","0.09768563395831734"
"100","1.4041487520933151","1.4041487520933151","1.4041487520933151","1.0731306006014347","1.0731306006014347","1.0731306006014347","0.789626145362854","0.789626145362854","0.789626145362854","0.5812549725919962","0.5812549725919962","0.5812549725919962","0.41877837050706146","0.41877837050706146","0.41877837050706146","0.3137151250988245","0.3137151250988245","0.3137151250988245","0.22469398237764834","0.22469398237764834","0.22469398237764834","0.15523853160440923","0.15523853160440923","0.15523853160440923","0.10440768576227129","0.10440768576227129","0.10440768576227129"